timestamp;session;current;volt;soc;mwh;mode;charge phase;charge time;temperature;fault flags;flags;charge limit;startup count;charge profile
90624.337;4345;0.468;4.78;4;848052;0;1;308;39.8;0;7;9
90627.337;;0.476;;;;;;;;;;;;
90630.337;;0.480;;;;;;;;;;;;
90633.337;;0.484;;;;;;;;;;;;
90636.337;;0.496;;;;;;;;;;;;
90639.337;;0.506;;;;;;;;;;;;
90642.337;;0.511;;;;;;;;;;;;
90645.337;;0.513;;;;;;;;;;;;
90648.337;;0.517;;;;;;;;;;;;
90651.337;;0.518;;;;;;;;;;;;
90654.337;;0.519;;;;;;;;;;;;
90657.337;;0.518;;;;;;;;;;;;
90660.337;;0.518;;;;;;;;;;;;
90663.337;;0.518;;;;;;;;;;;;
90666.337;;0.519;;;;;;;;;;;;
90669.337;;0.518;;;;;;;;;;;;
90672.337;;0.518;;;;;;;;;;;;
90675.337;;0.519;;;;;;;;;;;;
90678.337;;0.520;;;;;;;;;;;;
90681.337;;0.519;;;;;;;;;;;;
90684.337;;0.518;;;;;;;;;;;;
90687.337;;0.514;;;;;;;;;;;;
90690.337;;0.503;;;;;;;;;;;;
90693.337;;0.499;;;;;;;;;;;;
90696.337;;0.490;;;;;;;;;;;;
90699.337;;0.483;;;;;;;;;;;;
90702.337;;0.480;;;;;;;;;;;;
90705.337;;0.478;;;;;;;;;;;;
90708.337;;0.478;;;;;;;;;;;;
90711.337;;0.481;;;;;;;;;;;;
90714.337;;0.488;;;;;;;;;;;;
90717.337;;0.495;;;;;;;;;;;;
90720.337;;0.505;;;;;;;;;;;;
90723.337;;0.511;;;;;;;;;;;;
90726.337;;0.516;;;;;;;;;;;;
90729.337;;0.519;;;;;;;;;;;;
90732.337;;0.519;;;;;;;;;;;;
90735.337;;0.519;;;;;;;;;;;;
90738.337;;0.521;;;;;;;;;;;;
90741.337;;0.523;;;;;;;;;;;;
90744.337;;0.523;;;;;;;;;;;;
90747.337;;0.524;;;;;;;;;;;;
90750.337;;0.523;;;;;;;;;;;;
90753.337;;0.525;;;;;;;;;;;;
90756.337;;0.522;;;;;;;;;;;;
90759.337;;0.521;;;;;;;;;;;;
90762.337;;0.523;;;;;;;;;;;;
90765.337;;0.521;;;;;;;;;;;;
90768.337;;0.518;;;;;;;;;;;;
90771.337;;0.511;;;;;;;;;;;;
90774.337;;0.506;;;;;;;;;;;;
90777.337;;0.496;;;;;;;;;;;;
90780.337;;0.491;;;;;;;;;;;;
90783.337;;0.485;;;;;;;;;;;;
90786.337;;0.483;;;;;;;;;;;;
90789.337;;0.482;;;;;;;;;;;;
90792.337;;0.482;;;;;;;;;;;;
90795.337;;0.488;;;;;;;;;;;;
90798.337;;0.495;;;;;;;;;;;;
90801.337;;0.501;;;;;;;;;;;;
90804.337;;0.510;;;;;;;;;;;;
90807.337;;0.517;;;;;;;;;;;;
90810.337;;0.523;;;;;;;;;;;;
90813.337;;0.528;;;;;;;;;;;;
90816.337;;0.526;;;;;;;;;;;;
90819.337;;0.528;;;;;;;;;;;;
90822.337;;0.530;;;;;;;;;;;;
90825.337;;0.531;;;;;;;;;;;;
90828.337;;0.531;;;;;;;;;;;;
90831.337;;0.530;;;;;;;;;;;;
90834.337;;0.533;;;;;;;;;;;;
90837.337;;0.528;;;;;;;;;;;;
90840.337;;0.530;;;;;;;;;;;;
90843.337;;0.531;;;;;;;;;;;;
90846.337;;0.531;;;;;;;;;;;;
90849.337;;0.529;;;;;;;;;;;;
90852.337;;0.526;;;;;;;;;;;;
90855.337;;0.524;;;;;;;;;;;;
90858.337;;0.523;;;;;;;;;;;;
90861.337;;0.525;;;;;;;;;;;;
90864.337;;0.530;;;;;;;;;;;;
90867.337;;0.535;;;;;;;;;;;;
90870.337;;0.532;;;;;;;;;;;;
90873.337;;0.535;;;;;;;;;;;;
90876.337;;0.532;;;;;;;;;;;;
90879.337;;0.535;;;;;;;;;;;;
90882.337;;0.534;;;;;;;;;;;;
90885.337;;0.534;;;;;;;;;;;;
90888.337;;0.535;;;;;;;;;;;;
90891.337;;0.537;;;;;;;;;;;;
90894.337;;0.534;;;;;;;;;;;;
90897.337;;0.532;;;;;;;;;;;;
90900.337;;0.538;;;;;;;;;;;;
90903.337;;0.534;;;;;;;;;;;;
90906.337;;0.534;;;;;;;;;;;;
90909.337;;0.535;;;;;;;;;;;;
90912.337;;0.537;;;;;;;;;;;;
90915.337;;0.536;;;;;;;;;;;;
90918.337;;0.537;;;;;;;;;;;;
90921.337;;0.532;;;;;;;;;;;;
90959.879;4345;0.519;4.59;5;848075;0;1;309;41.8;0;7;9
90970.340;;0.531;;;;;;;;;;;;
90973.339;4345;0.533;4.59;5;848084;0;1;323;39.8;0;7;9
91074.340;;0.543;;;;;;;;;;;;
91198.338;4345;0.542;4.60;6;848238;0;1;548;38.8;0;7;9
91447.338;4345;0.547;4.60;7;848411;0;1;797;38.8;0;7;9
91714.338;4345;0.545;4.61;8;848596;0;1;1064;38.8;0;7;9
91672.254;;0.545;;;;;;;;;;;;
91675.254;;0.544;;;;;;;;;;;;
91678.254;;0.545;;;;;;;;;;;;
91681.254;;0.546;;;;;;;;;;;;
91684.254;;0.545;;;;;;;;;;;;
91687.254;;0.545;;;;;;;;;;;;
