timestamp;session;current;volt;soc;mwh;mode;charge phase;charge time;temperature;fault flags;flags;charge limit;startup count;charge profile
2.895;4403;0.449;5.06;-1;940659;0;1;296;37.8;0;23;-1;3;0
5.895;;0.374;;;;;;;;;;;;
8.895;;0.373;;;;;;;;;;;;
11.895;;0.360;;;;;;;;;;;;
14.895;;0.356;;;;;;;;;;;;
17.895;;0.350;;;;;;;;;;;;
20.895;;0.355;;;;;;;;;;;;
23.895;;0.350;;;;;;;;;;;;
26.895;;0.344;;;;;;;;;;;;
29.895;;0.347;;;;;;;;;;;;
32.895;;0.366;;;;;;;;;;;;
35.895;;0.386;;;;;;;;;;;;
38.895;;0.349;;;;;;;;;;;;
41.895;;0.351;;;;;;;;;;;;
44.895;;0.347;;;;;;;;;;;;
47.895;;0.347;;;;;;;;;;;;
50.895;;0.337;;;;;;;;;;;;
53.895;;0.337;;;;;;;;;;;;
56.895;;0.343;;;;;;;;;;;;
59.895;;0.348;;;;;;;;;;;;
62.895;;0.346;;;;;;;;;;;;
65.895;;0.338;;;;;;;;;;;;
68.895;;0.345;;;;;;;;;;;;
71.895;;0.332;;;;;;;;;;;;
74.895;;0.334;;;;;;;;;;;;
77.895;;0.336;;;;;;;;;;;;
80.895;;0.334;;;;;;;;;;;;
83.895;;0.863;;;;;;;;;;;;
86.895;;0.652;;;;;;;;;;;;
89.895;;0.934;;;;;;;;;;;;
92.895;;0.615;;;;;;;;;;;;
95.895;;0.673;;;;;;;;;;;;
98.895;;0.628;;;;;;;;;;;;
101.895;;0.350;;;;;;;;;;;;
104.895;;0.334;;;;;;;;;;;;
107.895;;0.328;;;;;;;;;;;;
110.895;;0.334;;;;;;;;;;;;
113.895;;0.326;;;;;;;;;;;;
116.895;;0.323;;;;;;;;;;;;
119.895;;0.329;;;;;;;;;;;;
122.895;;0.325;;;;;;;;;;;;
125.895;;0.356;;;;;;;;;;;;
128.895;;0.330;;;;;;;;;;;;
131.895;;0.334;;;;;;;;;;;;
134.895;;0.323;;;;;;;;;;;;
137.895;;0.335;;;;;;;;;;;;
140.895;;0.322;;;;;;;;;;;;
143.895;;0.338;;;;;;;;;;;;
146.895;;0.325;;;;;;;;;;;;
149.895;;0.332;;;;;;;;;;;;
152.895;;0.332;;;;;;;;;;;;
155.895;;0.325;;;;;;;;;;;;
