timestamp;session;current;volt;soc;wh;mode;charge phase;charge time;temperature;fault flags;flags;charge limit
12116.120;607;-0.902;4.68;82;747509;0;1;38;35.7;0;1;90
12176.91;607;-0.912;4.68;82;747575;0;1;98;35.7;0;1;90
12250.91;607;-0.607;4.80;82;747651;0;1;172;35.7;0;1;90
12320.87;607;-0.914;4.68;82;747719;0;1;242;35.7;0;1;90
12410.89;607;-0.612;4.80;83;747815;0;1;332;34.7;0;1;90
12480.87;607;-0.915;4.68;83;747884;0;1;402;34.7;0;1;90
12541.87;607;-0.611;4.81;83;747948;0;1;462;34.7;0;1;90
12610.87;607;-0.913;4.69;83;748015;0;1;532;34.7;0;1;90
12680.89;607;-0.617;4.80;84;748087;0;1;602;34.7;0;1;90
12750.93;607;-0.901;4.69;84;748156;0;1;672;34.7;0;1;90
12820.87;607;-0.640;4.79;84;748227;0;1;742;34.7;0;1;90
12900.91;607;-0.892;4.69;84;748299;0;1;822;34.7;0;1;90
12961.87;607;-0.609;4.81;85;748356;0;1;882;34.7;0;1;90
13040.89;607;-0.880;4.70;85;748425;0;2;962;34.7;0;1;90
13101.87;607;-0.614;4.81;85;748485;0;2;1022;34.7;0;1;90
13170.91;607;-0.819;4.71;85;748540;0;2;1092;34.7;0;1;90
13231.91;607;-0.598;4.80;85;748596;0;2;1152;34.7;0;1;90
13301.89;607;-0.893;4.68;85;748656;0;2;1222;34.7;0;1;90
13362.90;607;-0.601;4.80;86;748711;0;2;1284;34.7;0;1;90
13535.89;607;-0.892;4.69;86;748849;0;2;1456;34.7;0;1;90
13600.89;607;-0.601;4.81;86;748909;0;2;1522;34.7;0;1;90
13901.87;607;-0.609;4.81;87;749151;0;2;1822;34.7;0;1;90
14202.87;607;-0.609;4.81;88;749393;0;2;2124;34.7;0;1;90
14503.91;607;-0.609;4.80;89;749637;0;2;2424;34.7;0;1;90
14547.89;607;0.011;0.92;90;749673;0;2;2468;34.7;0;1;90

