timestamp;session;current;volt;soc;wh;mode;charge phase;charge time;temperature;fault flags;flags;charge limit
22.749;1020;-1.698;4.78;-1;986605;0;1;6;20.7;0;3;-1
80.749;1020;-1.684;4.74;18;986697;0;1;64;25.7;0;3;90
143.753;1020;-1.607;4.70;19;986822;0;1;128;27.7;0;3;90
444.751;1020;-1.622;4.70;21;987457;0;1;428;30.7;0;3;90
736.749;1020;-1.317;4.79;24;988069;0;1;720;31.7;0;3;90
797.749;1020;-1.605;4.74;25;988193;0;1;782;31.7;0;3;90
867.751;1020;-1.311;4.81;25;988333;0;1;852;31.7;0;3;90
937.751;1020;-1.569;4.71;26;988466;0;1;922;31.7;0;3;90
998.749;1020;-1.304;4.80;27;988586;0;1;982;31.7;0;3;90
1067.751;1020;-1.565;4.71;27;988715;0;1;1052;31.7;0;3;90
1128.753;1020;-1.651;4.70;28;988836;0;1;1112;31.7;0;3;90
1190.749;1020;-1.570;4.71;28;988960;0;1;1174;31.7;0;3;90
1257.751;1020;-1.341;4.79;29;989089;0;1;1242;31.7;0;3;90
1327.749;1020;-1.548;4.72;29;989219;0;1;1312;31.7;0;3;90
1397.751;1020;-1.337;4.80;30;989353;0;1;1382;31.7;0;3;90
1477.749;1020;-1.527;4.75;31;989499;0;1;1462;31.7;0;3;90
1538.751;1020;-1.343;4.81;31;989612;0;1;1522;31.7;0;3;90
1607.753;1020;-1.514;4.75;32;989737;0;1;1592;31.7;0;3;90
1668.749;1020;-1.321;4.80;32;989853;0;1;1652;31.7;0;3;90
1969.749;1020;-1.350;4.82;35;990394;0;1;1954;31.7;0;3;90
2191.749;1020;-1.588;4.76;37;990796;0;1;2176;30.7;0;3;90
2252.751;1020;-1.382;4.83;37;990909;0;1;2236;31.7;0;3;90
2518.753;1020;-1.278;4.80;40;991401;0;1;2502;31.7;0;3;90
2819.751;1020;-1.333;4.82;42;991935;0;1;2804;30.7;0;3;90
2961.751;1020;-1.390;4.80;43;992188;0;1;2946;30.7;0;3;90
3262.749;1020;-1.396;4.82;46;992750;0;1;3246;31.7;0;3;90
3563.753;1020;-1.389;4.82;49;993311;0;1;3548;31.7;0;3;90
3856.749;1020;-1.284;4.80;52;993856;0;1;3840;31.7;0;3;90
4157.753;1020;-1.299;4.80;54;994373;0;1;4142;31.7;0;3;90
4458.753;1020;-1.300;4.80;57;994893;0;1;4442;30.7;0;3;90
4759.753;1020;-1.299;4.80;59;995414;0;1;4744;30.7;0;3;90
5060.751;1020;-1.303;4.80;62;995935;0;1;5044;30.7;0;3;90
5258.751;1020;-0.939;4.89;64;996277;0;1;5242;30.7;0;3;90
5328.753;1020;-1.303;4.80;64;996381;0;1;5312;30.7;0;3;90
5405.751;1020;-1.227;4.79;65;996502;0;1;5390;30.7;0;3;90
5538.751;1020;-0.872;4.88;66;996708;0;1;5522;30.7;0;3;90
5599.749;1020;-1.195;4.78;66;996793;0;1;5584;30.7;0;3;90
5668.753;1020;-0.882;4.88;67;996890;0;1;5652;30.7;0;3;90
5729.749;1020;-1.207;4.78;67;996976;0;1;5714;30.7;0;3;90
5790.749;1020;-0.892;4.88;68;997064;0;1;5774;30.7;0;3;90
5858.753;1020;-1.209;4.78;68;997158;0;1;5842;30.7;0;3;90
5928.749;1020;-0.894;4.88;69;997258;0;1;5912;30.7;0;3;90
5998.753;1020;-1.208;4.78;69;997355;0;1;5982;30.7;0;3;90
6068.753;1020;-0.895;4.88;70;997454;0;1;6052;30.7;0;3;90
6129.749;1020;-1.203;4.79;70;997536;0;1;6114;30.7;0;3;90
6190.753;1020;-0.896;4.88;71;997621;0;1;6174;30.7;0;3;90
6278.751;1020;-1.194;4.81;71;997739;0;1;6262;30.7;0;3;90
6339.753;1020;-0.899;4.88;72;997821;0;1;6324;30.7;0;3;90
6640.751;1020;-0.899;4.88;74;998191;0;1;6624;30.7;0;3;90
6941.753;1020;-0.899;4.88;76;998557;0;1;6926;30.7;0;3;90
7228.753;1020;-1.169;4.81;78;998907;0;1;7212;29.7;0;3;90
7289.759;1020;-0.901;4.88;78;998983;0;1;7274;30.7;0;3;90
7590.749;1020;-0.909;4.89;80;999349;0;1;7574;30.7;0;3;90
7891.757;1020;-0.906;4.88;82;999718;0;1;7876;30.7;0;3;90
8192.753;1020;-0.908;4.88;85;1000088;0;1;8176;29.7;0;3;90
8493.751;1020;-0.912;4.89;87;1000459;0;1;8478;29.7;0;3;90
8692.749;1020;-0.825;4.93;88;1000704;0;1;8676;29.7;0;3;90
8889.753;1020;-0.012;1.05;90;1000929;0;1;8874;29.7;0;3;90
8950.751;1020;0.003;0.95;90;1000929;0;1;8934;29.7;0;3;90
16384.751;1020;-1.200;4.82;84;1000929;0;1;16368;27.7;0;3;90
16445.751;1020;-0.920;4.88;85;1001014;0;1;16430;28.7;0;3;90
16746.751;1020;-0.919;4.88;86;1001390;0;1;16730;29.7;0;3;90
17029.749;1020;-0.842;4.92;87;1001740;0;1;17014;29.7;0;3;90
17211.749;1020;-0.764;4.94;88;1001954;0;1;17196;29.7;0;3;90
17278.749;1020;-0.876;4.90;88;1002027;0;1;17262;29.7;0;3;90
17339.753;1020;-0.768;4.96;89;1002093;0;1;17324;29.7;0;3;90
17407.753;1020;-0.885;4.92;89;1002173;0;1;17392;29.7;0;3;90
17469.751;1020;-0.797;4.94;89;1002243;0;2;17454;29.7;0;3;90
17544.749;1020;-0.701;4.96;89;1002323;0;2;17528;29.7;0;3;90
17605.749;1020;0.004;0.95;90;1002343;0;2;17590;29.7;0;3;90
24745.753;1020;-0.004;3.56;84;1002343;0;2;24730;27.7;0;3;90
24806.749;1020;-0.922;4.90;85;1002422;0;2;24790;27.7;0;3;90
25107.749;1020;-0.922;4.90;86;1002797;0;2;25092;28.7;0;3;90
25280.753;1020;-0.842;4.92;87;1003012;0;4;25264;28.7;0;3;90
25341.751;1020;-0.919;4.89;87;1003086;0;4;25326;28.7;0;3;90
25407.751;1020;-0.843;4.92;88;1003162;0;4;25392;28.7;0;3;90
25468.751;1020;-0.753;4.96;88;1003230;0;4;25452;28.7;0;3;90
25529.751;1020;-0.899;4.90;88;1003296;0;4;25514;28.7;0;3;90
25590.753;1020;-0.790;4.94;88;1003363;0;4;25574;28.7;0;3;90
25671.751;1020;-0.709;4.97;89;1003449;0;4;25656;28.7;0;3;90
25739.753;1020;-0.815;4.94;89;1003517;0;4;25724;28.7;0;3;90
25800.749;1020;-0.707;4.97;89;1003576;0;4;25784;28.7;0;3;90
25865.753;1020;-0.149;2.16;90;1003638;0;4;25850;28.7;0;3;90
