timestamp;session;current;volt;soc;wh;mode;charge phase;charge time;temperature;fault flags;flags;charge limit;startup count;charge profile
17.269;1044;-1.714;4.65;44;1039303;0;1;6;35.7;0;3;52
36.271;1044;-1.717;4.65;44;1039345;0;1;25;37.7;0;3;52
49.271;;-1.621;;;;;;;;;;;;
60.271;;-1.603;;;;;;;;;;;;
71.267;;-1.558;;;;;;;;;;;;
82.267;;-1.620;;;;;;;;;;;;
-95.143;;0.000;;;;;;;;;;;;
-92.143;;0.000;;;;;;;;;;;;
-89.143;;0.000;;;;;;;;;;;;
-86.143;;0.000;;;;;;;;;;;;
-83.143;;0.000;;;;;;;;;;;;
-80.143;;0.000;;;;;;;;;;;;
-77.143;;0.000;;;;;;;;;;;;
-74.143;;0.000;;;;;;;;;;;;
-71.143;;0.000;;;;;;;;;;;;
-68.143;;0.000;;;;;;;;;;;;
-65.143;;0.000;;;;;;;;;;;;
-62.143;;0.000;;;;;;;;;;;;
-59.143;;0.000;;;;;;;;;;;;
-56.143;;0.000;;;;;;;;;;;;
-53.143;;0.000;;;;;;;;;;;;
-50.143;;0.000;;;;;;;;;;;;
-47.143;;0.000;;;;;;;;;;;;
-44.143;;0.000;;;;;;;;;;;;
-41.143;;0.000;;;;;;;;;;;;
-38.143;;0.000;;;;;;;;;;;;
-35.143;;0.000;;;;;;;;;;;;
-32.143;;0.000;;;;;;;;;;;;
-29.143;;0.000;;;;;;;;;;;;
-26.143;;0.000;;;;;;;;;;;;
-23.143;;0.000;;;;;;;;;;;;
-20.143;;0.000;;;;;;;;;;;;
-17.143;;0.000;;;;;;;;;;;;
-14.143;;0.000;;;;;;;;;;;;
-11.143;;0.000;;;;;;;;;;;;
-8.143;;0.000;;;;;;;;;;;;
-5.143;;0.000;;;;;;;;;;;;
-2.143;;0.000;;;;;;;;;;;;
1.143;;-0.250;;;;;;;;;;;;
4.143;;-0.299;;;;;;;;;;;;
7.143;;-0.366;;;;;;;;;;;;
10.143;;-1.704;;;;;;;;;;;;
13.143;;-1.715;;;;;;;;;;;;
16.143;;-1.719;;;;;;;;;;;;
19.143;;-1.717;;;;;;;;;;;;
22.143;;-1.717;;;;;;;;;;;;
25.143;;-1.716;;;;;;;;;;;;
28.143;;-1.716;;;;;;;;;;;;
31.143;;-1.716;;;;;;;;;;;;
34.143;;-1.717;;;;;;;;;;;;
37.143;;-1.716;;;;;;;;;;;;
40.143;;-1.716;;;;;;;;;;;;
43.143;;-1.716;;;;;;;;;;;;
46.143;;-1.716;;;;;;;;;;;;
49.143;;-1.558;;;;;;;;;;;;
52.143;;-1.567;;;;;;;;;;;;
55.143;;-1.583;;;;;;;;;;;;
58.143;;-1.596;;;;;;;;;;;;
61.143;;-1.583;;;;;;;;;;;;
64.143;;-1.595;;;;;;;;;;;;
67.143;;-1.608;;;;;;;;;;;;
70.143;;-1.604;;;;;;;;;;;;
73.143;;-1.614;;;;;;;;;;;;
76.143;;-1.620;;;;;;;;;;;;
79.143;;-1.621;;;;;;;;;;;;
82.143;;-1.620;;;;;;;;;;;;
103.839;1044;0.000;4.69;45;1039486;0;2;73;40.7;0;3;45
104.420;1044;-1.624;4.69;45;1039486;0;2;73;40.7;0;3;45
104.760;1044;-0.015;0.92;45;1039486;0;2;74;40.7;0;3;45
118.267;1044;-0.015;0.91;45;1039486;0;2;107;39.7;0;3;45
322.267;1044;-0.012;0.91;44;1039486;0;2;311;37.7;0;3;45
565.267;1044;-0.012;0.92;44;1039486;0;2;554;36.7;0;3;45
639.267;1044;-0.012;0.92;43;1039486;0;2;628;36.7;0;3;45
831.267;1044;0.012;0.92;42;1039486;0;2;820;35.7;0;3;42
1074.267;1044;-0.011;0.92;41;1039486;0;2;1063;35.7;0;3;42
1268.271;1044;-1.713;4.65;41;1039488;0;2;1257;35.7;0;3;60
1090.379;;-0.012;;;;;;;;;;;;
1093.379;;-0.012;;;;;;;;;;;;
1096.379;;-0.011;;;;;;;;;;;;
1099.379;;-0.011;;;;;;;;;;;;
1102.379;;-0.011;;;;;;;;;;;;
1105.379;;-0.012;;;;;;;;;;;;
1108.379;;-0.012;;;;;;;;;;;;
1111.379;;0.011;;;;;;;;;;;;
1114.379;;0.012;;;;;;;;;;;;
1117.379;;0.012;;;;;;;;;;;;
1120.379;;-0.013;;;;;;;;;;;;
1123.379;;-0.011;;;;;;;;;;;;
1126.379;;0.013;;;;;;;;;;;;
1129.379;;-0.011;;;;;;;;;;;;
1132.379;;-0.011;;;;;;;;;;;;
1135.379;;-0.011;;;;;;;;;;;;
1138.379;;-0.013;;;;;;;;;;;;
1141.379;;-0.011;;;;;;;;;;;;
1144.379;;0.012;;;;;;;;;;;;
1147.379;;-0.013;;;;;;;;;;;;
1150.379;;0.010;;;;;;;;;;;;
1153.379;;0.014;;;;;;;;;;;;
1156.379;;-0.012;;;;;;;;;;;;
1159.379;;-0.011;;;;;;;;;;;;
1162.379;;-0.013;;;;;;;;;;;;
1165.379;;-0.013;;;;;;;;;;;;
1168.379;;0.012;;;;;;;;;;;;
1171.379;;-0.011;;;;;;;;;;;;
1174.379;;0.014;;;;;;;;;;;;
1177.379;;-0.014;;;;;;;;;;;;
1180.379;;0.011;;;;;;;;;;;;
1183.379;;-0.013;;;;;;;;;;;;
1186.379;;-0.013;;;;;;;;;;;;
1189.379;;0.012;;;;;;;;;;;;
1192.379;;-0.013;;;;;;;;;;;;
1195.379;;-0.011;;;;;;;;;;;;
1198.379;;-0.012;;;;;;;;;;;;
1201.379;;-0.013;;;;;;;;;;;;
1204.379;;-0.012;;;;;;;;;;;;
1207.379;;-0.011;;;;;;;;;;;;
1210.379;;-0.011;;;;;;;;;;;;
1213.379;;-0.013;;;;;;;;;;;;
1216.379;;0.011;;;;;;;;;;;;
1219.379;;0.013;;;;;;;;;;;;
1222.379;;-0.009;;;;;;;;;;;;
1225.379;;-0.013;;;;;;;;;;;;
1228.379;;0.012;;;;;;;;;;;;
1231.379;;0.012;;;;;;;;;;;;
1234.379;;-0.011;;;;;;;;;;;;
1237.379;;0.012;;;;;;;;;;;;
1240.379;;0.011;;;;;;;;;;;;
1243.379;;0.011;;;;;;;;;;;;
1246.379;;-0.011;;;;;;;;;;;;
