timestamp;session;current;volt;soc;wh;mode;charge phase;charge time;temperature;fault flags;flags;charge limit
210.427;612;-0.447;4.84;85;752091;1;0;0;43.7;0;1;-1
268.427;612;-0.447;4.86;85;752126;1;0;0;40.7;0;1;90
569.427;612;-0.450;4.86;85;752307;1;0;0;37.7;0;1;90
870.429;612;-0.450;4.86;86;752489;1;0;0;35.7;0;1;90
1171.429;612;-0.450;4.86;86;752670;1;0;0;34.7;0;1;-1
1472.427;612;-0.452;4.87;86;752853;1;0;0;34.7;0;1;-1
1773.427;612;-0.451;4.86;86;753034;1;0;0;34.7;0;1;-1
2074.425;612;-0.453;4.87;86;753216;1;0;0;34.7;0;1;-1
2375.425;612;-0.451;4.87;86;753397;1;0;0;33.7;0;1;-1
2676.429;612;-0.451;4.87;87;753580;1;0;0;33.7;0;1;90
2977.427;612;-0.450;4.86;87;753762;1;0;0;33.7;0;1;-1
3278.429;612;-0.452;4.86;87;753943;1;0;0;33.7;0;1;-1
3494.429;612;0.011;4.98;87;754074;1;0;0;34.7;0;1;-1

