timestamp;session;current;volt;soc;wh;mode;charge phase;charge time;temperature;fault flags;flags;charge limit
10.421;611;-1.367;8.59;-1;749701;1;0;0;35.7;0;1;-1
68.421;611;-1.194;8.67;80;749874;1;0;0;35.7;0;1;90
129.419;611;-0.645;8.84;81;750033;1;0;0;35.7;0;1;90
191.419;611;-0.728;8.83;81;750141;1;0;0;35.7;0;1;90
252.421;611;-0.638;8.84;81;750245;1;0;0;36.7;0;1;90
313.419;611;-1.008;8.74;82;750394;1;0;0;36.7;0;1;90
374.417;611;-0.872;8.77;82;750535;1;0;0;36.7;0;1;90
435.419;611;-0.648;8.85;83;750646;1;0;0;36.7;0;1;90
507.419;611;-0.734;8.81;83;750774;1;0;0;36.7;0;1;90
568.419;611;-0.641;8.84;84;750878;1;0;0;36.7;0;1;90
666.421;611;-0.843;8.77;84;751036;1;0;0;37.7;0;1;90
754.421;611;-0.932;8.75;85;751227;1;0;0;37.7;0;1;90
815.418;611;-0.793;8.79;85;751359;1;0;0;37.7;0;1;90
991.417;611;-0.874;8.78;87;751696;1;0;0;37.7;0;1;90
1052.417;611;-0.645;8.85;87;751805;1;0;0;37.7;0;1;90
1130.421;611;-0.728;8.83;88;751945;1;0;0;38.7;0;1;90
1191.421;611;-0.653;8.85;88;752062;1;0;0;38.7;0;1;90
1255.417;611;-0.728;8.83;89;752175;1;0;0;38.7;0;1;90
1317.417;611;-0.635;8.86;89;752277;1;0;0;38.7;0;1;90
1393.419;611;0.008;4.72;90;752408;1;0;0;38.7;0;1;90

