timestamp;session;current;volt;soc;wh;mode;charge phase;charge time;temperature;fault flags;flags;charge limit
7758.231;596;-0.800;4.68;81;734648;0;1;6;35.7;0;1;-1
7816.229;596;-0.812;4.68;81;734708;0;1;64;36.7;0;1;-1
7902.229;596;-0.640;4.74;81;734798;0;1;150;36.7;0;1;-1
7963.229;596;-0.543;4.80;81;734851;0;1;210;35.7;0;1;-1
8024.233;596;-0.825;4.68;82;734903;0;1;272;35.7;0;1;-1
8085.233;596;-0.556;4.80;82;734961;0;1;332;35.7;0;1;-1
8154.229;596;-0.828;4.68;82;735023;0;1;402;35.7;0;1;-1
8224.229;596;-0.566;4.80;82;735088;0;1;472;35.7;0;1;-1
8285.229;596;-0.847;4.68;82;735144;0;1;532;35.7;0;1;-1
8354.233;596;-0.561;4.81;83;735209;0;1;602;35.7;0;1;-1
8424.231;596;-0.840;4.69;83;735272;0;1;672;35.7;0;1;-1
8485.229;596;-0.566;4.80;83;735325;0;1;732;35.7;0;1;-1
8546.231;596;-0.861;4.68;83;735375;0;1;794;35.7;0;1;-1
8607.233;596;-0.578;4.81;83;735428;0;1;854;35.7;0;1;-1
8844.229;596;-0.842;4.70;84;735612;0;1;1092;35.7;0;1;-1
8921.229;596;-0.760;4.72;84;735684;0;1;1168;35.7;0;1;-1
8982.233;596;-0.570;4.81;84;735733;0;1;1230;35.7;0;1;-1
9063.229;596;0.004;4.99;84;735801;0;1;1310;35.7;0;1;-1

