timestamp;session;current;volt;soc;mwh;mode;charge phase;charge time;temperature;fault flags;flags;charge limit;startup count;charge profile
3730.616;4396;1.650;5.19;-1;922775;0;1;298;37.8;0;7;-1;1;0
3733.616;;1.653;;;;;;;;;;;;
3736.616;;1.651;;;;;;;;;;;;
3739.616;;1.625;;;;;;;;;;;;
3742.616;;1.603;;;;;;;;;;;;
3745.616;;1.515;;;;;;;;;;;;
3748.616;;1.588;;;;;;;;;;;;
3751.616;;1.484;;;;;;;;;;;;
3754.616;;1.635;;;;;;;;;;;;
3757.616;;1.519;;;;;;;;;;;;
3760.616;;1.497;;;;;;;;;;;;
3763.616;;1.431;;;;;;;;;;;;
3766.616;;1.442;;;;;;;;;;;;
3769.616;;1.617;;;;;;;;;;;;
3772.616;;1.411;;;;;;;;;;;;
3775.616;;1.453;;;;;;;;;;;;
3778.616;;1.449;;;;;;;;;;;;
3781.616;;1.426;;;;;;;;;;;;
3784.616;;1.358;;;;;;;;;;;;
3787.616;;1.422;;;;;;;;;;;;
3790.616;;1.354;;;;;;;;;;;;
3793.616;;1.402;;;;;;;;;;;;
3796.616;;1.375;;;;;;;;;;;;
3799.616;;1.322;;;;;;;;;;;;
3802.616;;1.320;;;;;;;;;;;;
3805.616;;1.360;;;;;;;;;;;;
3808.616;;1.319;;;;;;;;;;;;
3811.616;;1.315;;;;;;;;;;;;
3814.616;;1.306;;;;;;;;;;;;
3817.616;;1.292;;;;;;;;;;;;
3820.616;;1.326;;;;;;;;;;;;
3823.616;;1.328;;;;;;;;;;;;
3826.616;;1.320;;;;;;;;;;;;
3829.616;;1.486;;;;;;;;;;;;
3832.616;;1.338;;;;;;;;;;;;
3835.616;;1.351;;;;;;;;;;;;
3838.616;;1.294;;;;;;;;;;;;
3841.616;;1.285;;;;;;;;;;;;
3844.616;;1.435;;;;;;;;;;;;
3847.616;;1.310;;;;;;;;;;;;
3850.616;;1.401;;;;;;;;;;;;
3853.616;;1.356;;;;;;;;;;;;
3856.616;;1.244;;;;;;;;;;;;
3859.616;;1.255;;;;;;;;;;;;
3862.616;;1.289;;;;;;;;;;;;
3865.616;;1.285;;;;;;;;;;;;
3868.616;;1.297;;;;;;;;;;;;
3871.616;;1.279;;;;;;;;;;;;
3874.616;;1.243;;;;;;;;;;;;
3877.616;;1.215;;;;;;;;;;;;
3880.616;;1.220;;;;;;;;;;;;
3883.616;;1.272;;;;;;;;;;;;
3886.616;;1.213;;;;;;;;;;;;
3889.616;;1.275;;;;;;;;;;;;
3892.616;;1.269;;;;;;;;;;;;
3895.616;;1.222;;;;;;;;;;;;
3898.616;;1.188;;;;;;;;;;;;
3901.616;;1.188;;;;;;;;;;;;
3904.616;;1.210;;;;;;;;;;;;
3907.616;;1.192;;;;;;;;;;;;
3910.616;;1.245;;;;;;;;;;;;
3913.616;;1.218;;;;;;;;;;;;
3916.616;;1.215;;;;;;;;;;;;
3919.616;;1.187;;;;;;;;;;;;
3922.616;;1.195;;;;;;;;;;;;
3925.616;;1.235;;;;;;;;;;;;
