timestamp;session;current;volt;soc;wh;mode;charge phase;charge time;temperature;fault flags;flags;charge limit
15499.213;593;-0.838;4.69;80;725796;0;1;2;32.7;0;1;-1
15560.211;593;-0.583;4.80;80;725858;0;1;62;33.7;0;1;87
15628.213;593;-0.867;4.68;80;725921;0;1;130;33.7;0;1;87
15689.213;593;-0.753;4.73;81;725983;0;1;192;33.7;0;1;87
15750.213;593;-0.599;4.81;81;726042;0;1;252;33.7;0;1;87
15814.211;593;-0.715;4.77;81;726102;0;1;316;33.7;0;1;87
15875.211;593;-0.916;4.69;81;726159;0;1;378;33.7;0;1;87
15936.211;593;-0.610;4.81;82;726211;0;1;438;33.7;0;1;87
16215.213;593;-0.928;4.70;83;726442;0;1;718;33.7;0;1;87
16276.211;593;-0.619;4.81;83;726496;0;1;778;33.7;0;1;87
16577.211;593;-0.625;4.81;84;726744;0;1;1080;33.7;0;1;87
16878.213;593;-0.626;4.81;86;726994;0;1;1380;33.7;0;1;87
17067.211;593;0.006;0.95;87;727151;0;1;1570;33.7;0;1;87
20513.213;593;-0.005;4.95;83;727151;0;0;0;33.7;0;1;-1
20574.213;593;-0.553;4.81;83;727206;0;1;58;34.7;0;1;-1
20656.213;593;-0.857;4.74;83;727275;0;1;140;34.7;0;1;-1
20717.213;593;-0.564;4.82;83;727324;0;1;202;34.7;0;1;-1
20946.209;593;-0.876;4.74;83;727499;0;1;430;33.7;0;1;-1
21007.211;593;-0.588;4.82;83;727550;0;1;492;33.7;0;1;-1
21308.213;593;-0.609;4.82;83;727793;0;1;792;33.7;0;1;-1
21609.211;593;-0.617;4.81;83;728039;0;1;1094;33.7;0;1;-1
21910.211;593;-0.612;4.81;83;728285;0;1;1394;33.7;0;1;-1
22211.213;593;-0.603;4.82;83;728529;0;1;1696;33.7;0;1;-1
22512.213;593;-0.596;4.81;83;728766;0;1;1996;33.7;0;1;-1
22813.213;593;-0.634;4.81;83;729006;0;1;2298;33.7;0;1;-1
23114.211;593;-0.594;4.81;83;729245;0;1;2598;33.7;0;1;-1
23415.209;593;-0.598;4.81;83;729483;0;1;2900;34.7;0;1;-1
23716.211;593;-0.601;4.82;83;729722;0;1;3200;33.7;0;1;-1
24017.213;593;-0.601;4.81;83;729961;0;1;3502;33.7;0;1;-1
24318.209;593;-0.600;4.81;83;730201;0;1;3802;33.7;0;1;-1
24619.213;593;-0.605;4.81;83;730442;0;1;4104;33.7;0;1;-1
24920.211;593;-0.592;4.81;83;730678;0;1;4404;33.7;0;1;-1
25209.211;593;0.001;1.08;83;730899;0;2;4694;33.7;0;1;-1
25270.213;593;-0.009;0.92;83;730899;0;2;4754;33.7;0;1;-1

