timestamp;session;current;volt;soc;mwh;mode;charge phase;charge time;temperature;fault flags;flags;charge limit;startup count;charge profile
311019.788;4350;0.567;4.82;4;852857;0;1;309;40.8;0;7;9
311022.788;;0.569;;;;;;;;;;;;
311025.788;;0.568;;;;;;;;;;;;
311028.788;;0.568;;;;;;;;;;;;
311031.788;;0.566;;;;;;;;;;;;
311034.788;;0.567;;;;;;;;;;;;
311037.788;;0.564;;;;;;;;;;;;
311040.788;;0.560;;;;;;;;;;;;
311043.788;;0.550;;;;;;;;;;;;
311046.788;;0.546;;;;;;;;;;;;
311049.788;;0.537;;;;;;;;;;;;
311052.788;;0.528;;;;;;;;;;;;
311055.788;;0.523;;;;;;;;;;;;
311058.788;;0.520;;;;;;;;;;;;
311061.788;;0.521;;;;;;;;;;;;
311064.788;;0.527;;;;;;;;;;;;
311067.788;;0.539;;;;;;;;;;;;
311070.788;;0.544;;;;;;;;;;;;
311073.788;;0.551;;;;;;;;;;;;
311076.788;;0.561;;;;;;;;;;;;
311079.788;;0.561;;;;;;;;;;;;
311082.788;;0.566;;;;;;;;;;;;
311085.788;;0.566;;;;;;;;;;;;
311088.788;;0.567;;;;;;;;;;;;
311091.788;;0.567;;;;;;;;;;;;
311094.788;;0.567;;;;;;;;;;;;
311097.788;;0.567;;;;;;;;;;;;
311100.788;;0.566;;;;;;;;;;;;
311103.788;;0.566;;;;;;;;;;;;
311106.788;;0.566;;;;;;;;;;;;
311109.788;;0.567;;;;;;;;;;;;
311112.788;;0.567;;;;;;;;;;;;
311115.788;;0.566;;;;;;;;;;;;
311118.788;;0.566;;;;;;;;;;;;
311121.788;;0.563;;;;;;;;;;;;
311124.788;;0.552;;;;;;;;;;;;
311127.788;;0.549;;;;;;;;;;;;
311130.788;;0.543;;;;;;;;;;;;
311133.788;;0.532;;;;;;;;;;;;
311136.788;;0.526;;;;;;;;;;;;
311139.788;;0.522;;;;;;;;;;;;
311142.788;;0.522;;;;;;;;;;;;
311145.788;;0.526;;;;;;;;;;;;
311148.788;;0.528;;;;;;;;;;;;
311151.788;;0.540;;;;;;;;;;;;
311154.788;;0.545;;;;;;;;;;;;
311157.788;;0.553;;;;;;;;;;;;
311160.788;;0.561;;;;;;;;;;;;
311163.788;;0.565;;;;;;;;;;;;
311166.788;;0.565;;;;;;;;;;;;
311169.788;;0.567;;;;;;;;;;;;
311172.788;;0.568;;;;;;;;;;;;
311175.788;;0.566;;;;;;;;;;;;
311178.788;;0.566;;;;;;;;;;;;
311181.788;;0.568;;;;;;;;;;;;
311184.788;;0.567;;;;;;;;;;;;
311187.788;;0.568;;;;;;;;;;;;
311190.788;;0.567;;;;;;;;;;;;
311193.788;;0.567;;;;;;;;;;;;
311196.788;;0.568;;;;;;;;;;;;
311199.788;;0.567;;;;;;;;;;;;
311202.788;;0.566;;;;;;;;;;;;
311205.788;;0.564;;;;;;;;;;;;
311208.788;;0.553;;;;;;;;;;;;
311211.788;;0.551;;;;;;;;;;;;
311214.788;;0.541;;;;;;;;;;;;
311217.788;;0.531;;;;;;;;;;;;
311220.788;;0.524;;;;;;;;;;;;
311223.788;;0.521;;;;;;;;;;;;
311226.788;;0.522;;;;;;;;;;;;
311229.788;;0.524;;;;;;;;;;;;
311232.788;;0.539;;;;;;;;;;;;
311235.788;;0.547;;;;;;;;;;;;
311238.788;;0.554;;;;;;;;;;;;
311241.788;;0.562;;;;;;;;;;;;
311244.788;;0.565;;;;;;;;;;;;
311247.788;;0.566;;;;;;;;;;;;
311250.788;;0.567;;;;;;;;;;;;
311253.788;;0.568;;;;;;;;;;;;
311256.788;;0.568;;;;;;;;;;;;
311259.788;;0.566;;;;;;;;;;;;
311262.788;;0.568;;;;;;;;;;;;
311265.788;;0.567;;;;;;;;;;;;
311268.788;;0.568;;;;;;;;;;;;
311271.788;;0.569;;;;;;;;;;;;
311274.788;;0.567;;;;;;;;;;;;
311277.788;;0.567;;;;;;;;;;;;
311280.788;;0.567;;;;;;;;;;;;
311283.788;;0.567;;;;;;;;;;;;
311286.788;;0.567;;;;;;;;;;;;
311289.788;;0.568;;;;;;;;;;;;
311292.788;;0.569;;;;;;;;;;;;
311295.788;;0.569;;;;;;;;;;;;
311298.788;;0.566;;;;;;;;;;;;
311301.788;;0.566;;;;;;;;;;;;
311304.788;;0.566;;;;;;;;;;;;
311307.788;;0.568;;;;;;;;;;;;
311310.788;;0.569;;;;;;;;;;;;
311313.788;;0.568;;;;;;;;;;;;
311316.788;;0.568;;;;;;;;;;;;
311355.673;4350;0.559;4.61;5;852882;0;1;310;42.8;0;7;9
311359.790;4350;0.567;4.64;5;852885;0;1;315;40.8;0;7;9
311487.791;4350;0.569;4.63;5;852979;0;1;443;39.8;0;7;9
311587.790;4350;0.571;4.63;6;853051;0;1;543;39.8;0;7;9
311823.792;4350;0.568;4.64;7;853223;0;1;779;38.8;0;7;9
312081.792;4350;0.568;4.63;8;853411;0;1;1037;38.8;0;7;9
312020.24;;0.568;;;;;;;;;;;;
312023.24;;0.568;;;;;;;;;;;;
312026.24;;0.569;;;;;;;;;;;;
312029.24;;0.568;;;;;;;;;;;;
312032.24;;0.570;;;;;;;;;;;;
312035.24;;0.568;;;;;;;;;;;;
312038.24;;0.571;;;;;;;;;;;;
312041.24;;0.570;;;;;;;;;;;;
312044.24;;0.568;;;;;;;;;;;;
312047.24;;0.568;;;;;;;;;;;;
312050.24;;0.569;;;;;;;;;;;;
312053.24;;0.567;;;;;;;;;;;;
312056.24;;0.568;;;;;;;;;;;;
312059.24;;0.567;;;;;;;;;;;;
312062.24;;0.568;;;;;;;;;;;;
312065.24;;0.571;;;;;;;;;;;;
312068.24;;0.567;;;;;;;;;;;;
312071.24;;0.568;;;;;;;;;;;;
312074.24;;0.566;;;;;;;;;;;;
312077.24;;0.567;;;;;;;;;;;;
312080.24;;0.567;;;;;;;;;;;;
312083.24;;0.568;;;;;;;;;;;;
312086.24;;0.569;;;;;;;;;;;;
312089.24;;0.566;;;;;;;;;;;;
312092.24;;0.567;;;;;;;;;;;;
