timestamp;session;current;volt;soc;wh;mode;charge phase;charge time;temperature;fault flags;flags;charge limit;startup count;charge profile
1207.816;1035;0.828;4.59;72;1016541;0;1;1051;36.7;0;3;-1;0;0
1218.813;;0.838;;;;;;;;;;;;
1229.817;;0.819;;;;;;;;;;;;
1240.815;;0.836;;;;;;;;;;;;
1251.815;;0.852;;;;;;;;;;;;
1286.813;;0.863;;;;;;;;;;;;
1112.94;;0.825;;;;;;;;;;;;
1115.94;;0.827;;;;;;;;;;;;
1118.94;;0.829;;;;;;;;;;;;
1121.94;;0.831;;;;;;;;;;;;
1124.94;;0.829;;;;;;;;;;;;
1127.94;;0.827;;;;;;;;;;;;
1130.94;;0.827;;;;;;;;;;;;
1133.94;;0.827;;;;;;;;;;;;
1136.94;;0.827;;;;;;;;;;;;
1139.94;;0.829;;;;;;;;;;;;
1142.94;;0.830;;;;;;;;;;;;
1145.94;;0.828;;;;;;;;;;;;
1148.94;;0.826;;;;;;;;;;;;
1151.94;;0.826;;;;;;;;;;;;
1154.94;;0.826;;;;;;;;;;;;
1157.94;;0.825;;;;;;;;;;;;
1160.94;;0.824;;;;;;;;;;;;
1163.94;;0.825;;;;;;;;;;;;
1166.94;;0.825;;;;;;;;;;;;
1169.94;;0.826;;;;;;;;;;;;
1172.94;;0.828;;;;;;;;;;;;
1175.94;;0.830;;;;;;;;;;;;
1178.94;;0.833;;;;;;;;;;;;
1181.94;;0.835;;;;;;;;;;;;
1184.94;;0.837;;;;;;;;;;;;
1187.94;;0.839;;;;;;;;;;;;
1190.94;;0.840;;;;;;;;;;;;
1193.94;;0.841;;;;;;;;;;;;
1196.94;;0.843;;;;;;;;;;;;
1199.94;;0.843;;;;;;;;;;;;
1202.94;;0.845;;;;;;;;;;;;
1205.94;;0.845;;;;;;;;;;;;
1208.94;;0.852;;;;;;;;;;;;
1211.94;;0.843;;;;;;;;;;;;
1214.94;;0.849;;;;;;;;;;;;
1217.94;;0.837;;;;;;;;;;;;
1220.94;;0.820;;;;;;;;;;;;
1223.94;;0.820;;;;;;;;;;;;
1226.94;;0.816;;;;;;;;;;;;
1229.94;;0.817;;;;;;;;;;;;
1232.94;;0.834;;;;;;;;;;;;
1235.94;;0.822;;;;;;;;;;;;
