timestamp;session;current;volt;soc;mwh;mode;charge phase;charge time;temperature;fault flags;flags;charge limit;startup count;charge profile
242110.385;4348;0.522;4.82;4;851313;0;1;308;40.8;0;7;9
242113.385;;0.513;;;;;;;;;;;;
242116.385;;0.515;;;;;;;;;;;;
242119.385;;0.517;;;;;;;;;;;;
242122.385;;0.520;;;;;;;;;;;;
242125.385;;0.527;;;;;;;;;;;;
242128.385;;0.535;;;;;;;;;;;;
242131.385;;0.545;;;;;;;;;;;;
242134.385;;0.551;;;;;;;;;;;;
242137.385;;0.557;;;;;;;;;;;;
242140.385;;0.557;;;;;;;;;;;;
242143.385;;0.561;;;;;;;;;;;;
242146.385;;0.563;;;;;;;;;;;;
242149.385;;0.562;;;;;;;;;;;;
242152.385;;0.565;;;;;;;;;;;;
242155.385;;0.562;;;;;;;;;;;;
242158.385;;0.563;;;;;;;;;;;;
242161.385;;0.565;;;;;;;;;;;;
242164.385;;0.564;;;;;;;;;;;;
242167.385;;0.565;;;;;;;;;;;;
242170.385;;0.563;;;;;;;;;;;;
242173.385;;0.560;;;;;;;;;;;;
242176.385;;0.561;;;;;;;;;;;;
242179.385;;0.557;;;;;;;;;;;;
242182.385;;0.549;;;;;;;;;;;;
242185.385;;0.544;;;;;;;;;;;;
242188.385;;0.535;;;;;;;;;;;;
242191.385;;0.525;;;;;;;;;;;;
242194.385;;0.520;;;;;;;;;;;;
242197.385;;0.515;;;;;;;;;;;;
242200.385;;0.515;;;;;;;;;;;;
242203.385;;0.520;;;;;;;;;;;;
242206.385;;0.522;;;;;;;;;;;;
242209.385;;0.530;;;;;;;;;;;;
242212.385;;0.541;;;;;;;;;;;;
242215.385;;0.549;;;;;;;;;;;;
242218.385;;0.551;;;;;;;;;;;;
242221.385;;0.559;;;;;;;;;;;;
242224.385;;0.560;;;;;;;;;;;;
242227.385;;0.562;;;;;;;;;;;;
242230.385;;0.565;;;;;;;;;;;;
242233.385;;0.564;;;;;;;;;;;;
242236.385;;0.566;;;;;;;;;;;;
242239.385;;0.564;;;;;;;;;;;;
