timestamp;session;current;volt;soc;mwh;mode;charge phase;charge time;temperature;fault flags;flags;charge limit;startup count;charge profile
2.979;4353;0.475;4.76;-1;856168;0;1;296;38.8;0;7;-1;0;0
5.979;;0.510;;;;;;;;;;;;
8.979;;0.548;;;;;;;;;;;;
11.979;;0.547;;;;;;;;;;;;
14.979;;0.546;;;;;;;;;;;;
17.979;;0.546;;;;;;;;;;;;
20.979;;0.535;;;;;;;;;;;;
23.979;;0.525;;;;;;;;;;;;
26.979;;0.509;;;;;;;;;;;;
29.979;;0.501;;;;;;;;;;;;
32.979;;0.489;;;;;;;;;;;;
35.979;;0.482;;;;;;;;;;;;
38.979;;0.483;;;;;;;;;;;;
41.979;;0.487;;;;;;;;;;;;
44.979;;0.493;;;;;;;;;;;;
47.979;;0.503;;;;;;;;;;;;
50.979;;0.519;;;;;;;;;;;;
53.979;;0.530;;;;;;;;;;;;
56.979;;0.529;;;;;;;;;;;;
59.979;;0.543;;;;;;;;;;;;
62.979;;0.546;;;;;;;;;;;;
65.979;;0.546;;;;;;;;;;;;
68.979;;0.552;;;;;;;;;;;;
71.979;;0.552;;;;;;;;;;;;
74.979;;0.552;;;;;;;;;;;;
77.979;;0.551;;;;;;;;;;;;
80.979;;0.552;;;;;;;;;;;;
83.979;;0.553;;;;;;;;;;;;
86.979;;0.552;;;;;;;;;;;;
89.979;;0.552;;;;;;;;;;;;
92.979;;0.550;;;;;;;;;;;;
95.979;;0.545;;;;;;;;;;;;
98.979;;0.526;;;;;;;;;;;;
101.979;;0.516;;;;;;;;;;;;
104.979;;0.506;;;;;;;;;;;;
107.979;;0.496;;;;;;;;;;;;
110.979;;0.486;;;;;;;;;;;;
113.979;;0.482;;;;;;;;;;;;
116.979;;0.486;;;;;;;;;;;;
119.979;;0.497;;;;;;;;;;;;
122.979;;0.505;;;;;;;;;;;;
125.979;;0.520;;;;;;;;;;;;
128.979;;0.535;;;;;;;;;;;;
131.979;;0.545;;;;;;;;;;;;
134.979;;0.551;;;;;;;;;;;;
137.979;;0.552;;;;;;;;;;;;
140.979;;0.555;;;;;;;;;;;;
143.979;;0.556;;;;;;;;;;;;
146.979;;0.554;;;;;;;;;;;;
149.979;;0.557;;;;;;;;;;;;
152.979;;0.555;;;;;;;;;;;;
155.979;;0.553;;;;;;;;;;;;
158.979;;0.555;;;;;;;;;;;;
161.979;;0.552;;;;;;;;;;;;
164.979;;0.554;;;;;;;;;;;;
167.979;;0.552;;;;;;;;;;;;
170.979;;0.543;;;;;;;;;;;;
173.979;;0.523;;;;;;;;;;;;
176.979;;0.513;;;;;;;;;;;;
179.979;;0.505;;;;;;;;;;;;
182.979;;0.495;;;;;;;;;;;;
185.979;;0.486;;;;;;;;;;;;
188.979;;0.488;;;;;;;;;;;;
191.979;;0.499;;;;;;;;;;;;
194.979;;0.505;;;;;;;;;;;;
197.979;;0.516;;;;;;;;;;;;
200.979;;0.534;;;;;;;;;;;;
203.979;;0.544;;;;;;;;;;;;
206.979;;0.553;;;;;;;;;;;;
209.979;;0.555;;;;;;;;;;;;
212.979;;0.558;;;;;;;;;;;;
215.979;;0.559;;;;;;;;;;;;
218.979;;0.559;;;;;;;;;;;;
221.979;;0.560;;;;;;;;;;;;
224.979;;0.558;;;;;;;;;;;;
227.979;;0.559;;;;;;;;;;;;
230.979;;0.559;;;;;;;;;;;;
233.979;;0.558;;;;;;;;;;;;
236.979;;0.558;;;;;;;;;;;;
239.979;;0.559;;;;;;;;;;;;
242.979;;0.557;;;;;;;;;;;;
245.979;;0.550;;;;;;;;;;;;
248.979;;0.547;;;;;;;;;;;;
251.979;;0.550;;;;;;;;;;;;
254.979;;0.553;;;;;;;;;;;;
257.979;;0.558;;;;;;;;;;;;
260.979;;0.558;;;;;;;;;;;;
263.979;;0.558;;;;;;;;;;;;
266.979;;0.556;;;;;;;;;;;;
269.979;;0.557;;;;;;;;;;;;
272.979;;0.559;;;;;;;;;;;;
275.979;;0.559;;;;;;;;;;;;
278.979;;0.559;;;;;;;;;;;;
281.979;;0.560;;;;;;;;;;;;
284.979;;0.558;;;;;;;;;;;;
287.979;;0.558;;;;;;;;;;;;
290.979;;0.559;;;;;;;;;;;;
293.979;;0.560;;;;;;;;;;;;
296.979;;0.558;;;;;;;;;;;;
299.979;;0.559;;;;;;;;;;;;
337.537;4353;0.545;4.75;-1;856193;0;1;297;40.8;0;7;-1;0;0
347.980;;0.558;;;;;;;;;;;;
