4755;0;1;4450;30.7;0;3;-1;0;0
28928.433;981;0.081;5.12;100;924755;0;1;4454;30.7;0;3;-1;0;0
28930.433;981;0.048;5.12;100;924755;0;1;4456;30.7;0;3;-1;0;0
28936.435;981;0.079;5.12;100;924755;0;1;4462;30.7;0;3;-1;0;0
28937.433;981;0.052;5.12;100;924755;0;1;4462;30.7;0;3;-1;0;0
28951.429;981;0.048;5.11;100;924755;0;1;4476;30.7;0;3;-1;0;0
28953.433;981;0.052;5.11;100;924755;0;1;4478;30.7;0;3;-1;0;0
28956.431;981;0.039;5.12;100;924755;0;1;4482;30.7;0;3;-1;0;0
28958.431;981;0.043;5.11;100;924755;0;1;4484;30.7;0;3;-1;0;0
28962.429;981;0.043;5.12;100;924755;0;1;4488;30.7;0;3;-1;0;0
28963.437;981;0.204;5.08;100;924756;0;1;4488;30.7;0;3;-1;0;0
28966.429;981;0.051;5.10;100;924756;0;1;4492;30.7;0;3;-1;0;0
28967.433;981;0.067;5.13;100;924756;0;1;4492;30.7;0;3;-1;0;0
28969.429;981;0.087;5.09;100;924756;0;1;4494;30.7;0;3;-1;0;0
28970.429;981;0.328;5.01;100;924756;0;1;4496;30.7;0;3;-1;0;0
28981.429;;0.212;;;;;;;;;;;;
28983.431;981;0.153;5.09;100;924763;0;1;4508;30.7;0;3;-1;0;0
28993.433;981;0.499;5.00;100;924765;0;1;4518;30.7;0;3;-1;0;0
28994.431;981;0.834;4.91;100;924766;0;1;4520;30.7;0;3;-1;0;0
28996.432;981;0.594;5.00;100;924768;0;1;4522;30.7;0;3;-1;0;0
29002.433;981;0.280;5.08;100;924773;0;1;4528;30.7;0;3;-1;0;0
29013.431;;0.229;;;;;;;;;;;;
29024.433;;0.269;;;;;;;;;;;;
29035.429;;0.180;;;;;;;;;;;;

