timestamp;session;current;volt;soc;wh;mode;charge phase;charge time;temperature;fault flags;flags;charge limit
20.415;993;1.061;4.85;54;931808;0;1;6;30.7;0;3;-1
78.413;993;1.052;4.84;54;931889;0;1;64;33.7;0;3;65
141.415;993;0.828;4.90;54;931969;0;1;128;34.7;0;3;65
203.413;993;1.078;4.85;55;932043;0;1;190;33.7;0;3;65
273.413;993;0.835;4.90;55;932137;0;1;260;33.7;0;3;65
334.413;993;1.087;4.86;55;932213;0;1;320;33.7;0;3;65
395.411;993;0.841;4.90;56;932285;0;1;382;33.7;0;3;65
473.415;993;1.058;4.85;56;932375;0;1;460;33.7;0;3;65
534.413;993;0.818;4.89;56;932446;0;1;520;33.7;0;3;65
673.415;993;1.063;4.83;57;932603;0;1;660;33.7;0;3;65
734.413;993;0.822;4.88;58;932674;0;1;720;33.7;0;3;65
1035.413;993;0.827;4.89;59;933009;0;1;1022;33.7;0;3;65
1051.415;993;1.068;4.84;59;933027;0;1;1038;33.7;0;3;65
1112.413;993;0.825;4.89;59;933098;0;1;1098;33.7;0;3;65
1413.411;993;0.830;4.89;61;933435;0;1;1400;33.7;0;3;65
1714.413;993;0.821;4.88;62;933770;0;1;1700;33.7;0;3;65
2015.415;993;0.827;4.89;64;934107;0;1;2002;33.7;0;3;65
2150.413;993;-0.006;5.10;65;934257;0;1;2136;33.7;0;3;65
8487.415;993;1.058;4.84;59;934257;0;1;8474;35.7;0;3;65
8549.411;993;0.817;4.90;59;934344;0;1;8536;36.7;0;3;65
8850.411;993;0.814;4.89;61;934679;0;1;8836;37.7;0;3;65
9151.411;993;0.814;4.89;62;935011;0;1;9138;37.7;0;3;65
9452.413;993;0.815;4.89;64;935343;0;1;9438;37.7;0;3;65
9604.413;993;1.057;4.84;64;935512;0;1;9590;37.7;0;3;65
9674.415;993;0.816;4.89;64;935595;0;1;9660;37.7;0;3;65
9790.413;993;0.108;5.05;65;935722;0;1;9776;37.7;0;3;65
9851.415;993;-0.011;5.08;65;935722;0;1;9838;37.7;0;3;65
18626.415;993;0.863;4.89;59;935722;0;1;18612;33.7;0;3;65
18927.415;993;0.826;4.90;61;936062;0;1;18914;34.7;0;3;65
19228.415;993;0.821;4.89;62;936396;0;1;19214;34.7;0;3;65
19529.415;993;0.824;4.89;64;936731;0;1;19516;34.7;0;3;65
19694.413;993;-0.008;5.09;65;936915;0;1;19680;35.7;0;3;65
27370.413;993;0.965;4.80;59;936916;0;1;27356;30.7;0;3;65
27440.413;993;0.754;4.86;59;937006;0;1;27426;31.7;0;3;65
27501.413;993;0.968;4.79;60;937082;0;1;27488;31.7;0;3;65
27577.411;993;0.807;4.84;60;937177;0;1;27564;32.7;0;3;65
27638.415;993;0.963;4.79;60;937251;0;1;27624;33.7;0;3;65
27823.413;993;0.752;4.85;61;937481;0;1;27810;33.7;0;3;65
27884.415;993;0.966;4.80;61;937554;0;1;27870;33.7;0;3;65
27973.413;993;0.748;4.86;61;937665;0;1;27960;33.7;0;3;65
28044.411;993;0.967;4.80;61;937750;0;1;28030;34.7;0;3;65
28114.411;993;0.754;4.86;61;937831;0;1;28100;33.7;0;3;65
28182.415;993;0.919;4.82;61;937905;0;1;28168;33.7;0;3;65
28243.411;993;0.715;4.87;62;937972;0;1;28230;33.7;0;3;65
28304.415;993;0.928;4.81;62;938040;0;1;28290;33.7;0;3;65
28365.411;993;0.717;4.86;62;938106;0;1;28352;33.7;0;3;65
28666.413;993;0.717;4.87;63;938403;0;1;28652;33.7;0;3;65
28967.415;993;0.728;4.88;64;938696;0;1;28954;33.7;0;3;65
29011.415;993;0.269;4.99;65;938739;0;1;28998;33.7;0;3;65
29072.415;993;0.006;5.09;65;938739;0;1;29058;33.7;0;3;65
31588.411;993;-0.002;5.03;63;938739;0;0;0;30.7;0;3;-1

