timestamp;session;current;volt;soc;wh;mode;charge phase;charge time;temperature;fault flags;flags;charge limit;startup count;charge profile
4928.179;1045;-1.582;4.69;45;1041502;0;1;0;34.7;0;3;-1;0;0
4940.179;;-1.634;;;;;;;;;;;;
4951.183;;-1.587;;;;;;;;;;;;
4956.183;1045;-1.643;4.69;45;1041563;0;1;28;35.7;0;3;-1;0;0
4969.183;;-1.591;;;;;;;;;;;;
4980.181;;-1.645;;;;;;;;;;;;
4993.185;;-1.587;;;;;;;;;;;;
5004.181;;-1.629;;;;;;;;;;;;
5016.181;;-1.611;;;;;;;;;;;;
5023.179;1045;-1.631;4.68;45;1041702;0;1;95;38.7;0;3;-1;0;0
5034.181;;-1.614;;;;;;;;;;;;
5045.181;;-1.646;;;;;;;;;;;;
5056.179;;-1.716;;;;;;;;;;;;
5067.179;;-1.583;;;;;;;;;;;;
5078.183;;-1.646;;;;;;;;;;;;
5090.183;;-1.716;;;;;;;;;;;;
5099.179;1045;-1.713;4.60;45;1041863;0;1;171;39.7;0;3;-1;0;0
5101.183;1045;-1.552;4.68;45;1041867;0;1;173;39.7;0;3;-1;0;0
5200.179;;-1.716;;;;;;;;;;;;
5211.183;;-1.639;;;;;;;;;;;;
5717.179;;-1.657;;;;;;;;;;;;
5867.181;1045;-1.653;4.67;45;1043483;0;1;939;39.7;0;3;-1;0;0
6095.183;;-1.625;;;;;;;;;;;;

