timestamp;session;current;volt;soc;wh;mode;charge phase;charge time;temperature;fault flags;flags;charge limit
2408.755;595;-0.702;4.75;86;731730;2;0;0;41.7;0;1;-1
2469.755;595;-0.472;4.82;86;731777;2;0;0;39.7;0;1;-1
2551.757;595;-0.682;4.77;86;731832;2;0;0;38.7;0;1;-1
2612.755;595;-0.476;4.83;85;731882;2;0;0;37.7;0;1;-1
2681.755;595;-0.651;4.78;85;731932;2;0;0;37.7;0;1;-1
2742.757;595;-0.482;4.83;85;731977;2;0;0;37.7;0;1;-1
2851.753;595;-0.580;4.80;85;732047;2;0;0;37.7;0;1;-1
2912.753;595;-0.479;4.83;85;732095;2;0;0;37.7;0;1;-1
2982.757;595;-0.720;4.76;85;732140;2;0;0;37.7;0;1;-1
3043.757;595;-0.481;4.83;85;732185;2;0;0;37.7;0;1;-1
3134.753;595;-0.393;4.87;85;732242;2;0;0;37.7;0;1;-1
3195.753;595;-0.643;4.78;85;732277;2;0;0;37.7;0;1;-1
3256.755;595;-0.418;4.85;85;732316;2;0;0;37.7;0;1;-1
3345.755;595;-0.622;4.79;85;732366;2;0;0;37.7;0;1;-1
3406.753;595;-0.431;4.85;85;732402;2;0;0;37.7;0;1;-1
3485.753;595;-0.662;4.77;85;732451;2;0;0;37.7;0;1;-1
3546.755;595;-0.442;4.84;85;732492;2;0;0;37.7;0;1;-1
3775.753;595;-0.640;4.78;85;732626;2;0;0;37.7;0;1;-1
3836.757;595;-0.428;4.85;85;732664;2;0;0;37.7;0;1;-1
3897.759;595;-0.670;4.77;85;732703;2;0;0;37.7;0;1;-1
3959.753;595;-0.466;4.84;85;732749;2;0;0;36.7;0;1;-1
4039.753;595;-0.652;4.77;85;732803;2;0;0;37.7;0;1;-1
4100.755;595;-0.458;4.84;85;732849;2;0;0;36.7;0;1;-1
4161.757;595;-0.691;4.76;85;732887;2;0;0;37.7;0;1;-1
4222.753;595;-0.462;4.84;85;732926;2;0;0;37.7;0;1;-1
4283.753;595;-0.696;4.76;85;732964;2;0;0;36.7;0;1;-1
4344.753;595;-0.463;4.84;85;733004;2;0;0;37.7;0;1;-1
4645.755;595;-0.457;4.84;85;733189;2;0;0;36.7;0;1;-1
4807.755;595;-0.387;4.86;85;733289;2;0;0;36.7;0;1;-1
5029.757;595;-0.655;4.78;85;733411;2;0;0;36.7;0;1;-1
5090.753;595;-0.450;4.85;85;733453;2;0;0;37.7;0;1;-1
5289.755;595;-0.374;4.86;85;733576;2;0;0;36.7;0;1;-1
5590.755;595;-0.412;4.86;85;733739;2;0;0;36.7;0;1;-1
5891.753;595;-0.395;4.85;85;733903;2;0;0;36.7;0;1;-1
6192.757;595;-0.403;4.85;85;734064;2;0;0;36.7;0;1;-1
6493.753;595;-0.404;4.85;45;734227;2;0;0;36.7;0;1;-1
6794.755;595;-0.410;4.86;50;734390;0;1;64;37.7;0;1;-1
7095.755;595;-0.418;4.87;55;734555;0;1;366;35.7;0;1;-1

