timestamp;session;current;volt;soc;mwh;mode;charge phase;charge time;temperature;fault flags;flags;charge limit;startup count;harge profile
4432.313;129;-1.076;5.00;3;191936;0;1;5;32.0;0;2;-1;0;0
4440.315;129;-1.078;5.00;4;191948;0;1;13;32.0;0;2;-1;0;0
4450.252;129;-1.079;5.00;4;191963;1;1;22;33.0;0;2;-1;0;0
4450.545;129;-1.079;5.00;4;191963;1;1;23;34.0;0;2;-1;0;0
4452.315;1;;;;;
4504.313;129;-1.081;5.00;5;192037;1;1;77;33.0;0;2;-1;0;0
4559.317;129;-1.079;5.00;6;192119;1;1;132;33.0;0;2;-1;0;0
4579;;;;;
4504.313;129;-1.081;5.00;5;192037;1;1;77;33.0;0;2;-1;0;0
4559.317;129;-1.079;5.00;6;192119;1;1;132;33.0;0;2;-1;0;0
4579-1.079;5.00;8;192255;1;1;223;33.0;0;2;-1;0;0
4685.313;129;-1.080;5.00;9;192307;1;1;258;33.0;0;2;-1;0;0
4725.315;129;-1.078;5.02;1;0;321;32.0;0;2;-1;0;0
5725.315;129;0.011;5.05;8;192372;1;0;0;31.0;0;2;-1;0;0
6408.317;129;0.011;5.04;7;192372;1;0;0;31.0;02;1;0;321;32.0;0;2;-1;0;0
5725.315;129;0.011;5.05;8;192372;1;0;0;31.0;0;2;-1;0;0
6408.317;129;0.011;5.04;7;192372;1;0;0;31.0;02;1;0;321;32.0;0;2;-1;0;0
5725.315;129;0.011;5.05;8;192372;1;0;0;31.0;0;2;-1;0;0
6408.317;129;0.011;5.04;7;192372;1;0;0;31.0;0;2;-1;0;0
