timestamp;session;current;volt;soc;mwh;mode;charge phase;charge time;temperature;fault flags;flags;charge limit;startup count;harge profile
160.811;719;0.473;5.10;9;522147;0;1;146;36.9;0;7;90
201.811;719;0.472;5.12;9;522174;0;1;187;37.9;0;7;90
241.811;719;0.466;5.13;8;522201;0;1;227;39.9;0;7;90
549.811;719;0.468;5.12;9;522405;0;1;535;39.9;0;7;90
1172.813;;0.458;;;;;;;;;;;;
1183.811;;0.429;;;;;;;;;;;;
1196.813;;0.444;;;;;;;;;;;;
1207.811;;0.426;;;;;;;;;;;;
1218.811;;0.460;;;;;;;;;;;;
1230.813;;0.432;;;;;;;;;;;;
1231.813;719;0.432;5.13;9;522855;0;1;1217;41.9;0;7;90
1253.811;;0.445;;;;;;;;;;;;
1275.813;;0.433;;;;;;;;;;;;
1286.813;;0.444;;;;;;;;;;;;
1299.811;;0.429;;;;;;;;;;;;
1310.813;;0.446;;;;;;;;;;;;
1313.811;719;0.440;5.12;10;522905;0;1;1299;41.9;0;7;90
1325.813;;0.450;;;;;;;;;;;;
1336.813;;0.427;;;;;;;;;;;;
1349.811;;0.452;;;;;;;;;;;;
1360.813;;0.434;;;;;;;;;;;;
1385.811;;0.474;;;;;;;;;;;;
1396.813;;0.427;;;;;;;;;;;;
1409.811;;0.439;;;;;;;;;;;;
1420.811;;0.429;;;;;;;;;;;;
1433.813;;0.440;;;;;;;;;;;;
1446.813;;0.428;;;;;;;;;;;;
1457.811;;0.471;;;;;;;;;;;;
1468.811;;0.443;;;;;;;;;;;;
1486.811;;0.431;;;;;;;;;;;;
1499.811;;0.445;;;;;;;;;;;;
1510.811;;0.456;;;;;;;;;;;;
1522.811;;0.427;;;;;;;;;;;;
1535.811;;0.440;;;;;;;;;;;;
1546.811;;0.427;;;;;;;;;;;;
1562.811;;0.440;;;;;;;;;;;;
1575.811;;0.427;;;;;;;;;;;;
1589.811;;0.439;;;;;;;;;;;;
1590.813;719;0.428;5.10;10;523077;0;1;1576;42.9;0;7;90
1604.811;;0.439;;;;;;;;;;;;
1615.813;;0.424;;;;;;;;;;;;
1626.811;;0.441;;;;;;;;;;;;
1637.811;719;0.432;5.11;11;523106;0;1;1623;42.9;0;7;90
1655.813;;0.444;;;;;;;;;;;;
1666.811;;0.431;;;;;;;;;;;;
1677.811;;0.441;;;;;;;;;;;;
1689.813;;0.452;;;;;;;;;;;;
1700.813;;0.434;;;;;;;;;;;;
1724.813;;0.444;;;;;;;;;;;;
1735.813;;0.427;;;;;;;;;;;;
1754.811;;0.437;;;;;;;;;;;;
1765.813;;0.422;;;;;;;;;;;;
1778.813;;0.436;;;;;;;;;;;;
1790.811;;0.455;;;;;;;;;;;;
1801.811;;0.423;;;;;;;;;;;;
1814.813;;0.439;;;;;;;;;;;;
1825.811;;0.423;;;;;;;;;;;;
1836.813;;0.435;;;;;;;;;;;;
1848.811;;0.423;;;;;;;;;;;;
1860.813;;0.434;;;;;;;;;;;;
1876.813;;0.423;;;;;;;;;;;;
1887.813;;0.466;;;;;;;;;;;;
2126.813;719;0.465;5.08;12;523416;0;1;2112;43.9;0;7;90
2267.811;719;0.474;5.08;12;523508;0;1;2253;42.9;0;7;90
2327.813;;0.463;;;;;;;;;;;;
2410.811;719;0.463;5.10;12;523602;0;1;2396;42.9;0;7;90
2477.811;719;0.462;5.10;12;523646;0;1;2463;41.9;0;7;90
2496.811;;0.473;;;;;;;;;;;;
2544.811;;0.461;;;;;;;;;;;;
2564.811;;0.472;;;;;;;;;;;;
2575.813;;0.461;;;;;;;;;;;;
2586.811;719;0.463;5.10;12;523718;0;1;2572;43.9;0;7;90
2630.813;719;0.465;5.08;12;523746;0;1;2616;44.9;0;7;90
2790.813;719;0.461;5.09;12;523851;0;1;2776;43.9;0;7;90
2832.811;;0.472;;;;;;;;;;;;
