timestamp;session;current;volt;soc;mwh;mode;charge phase;charge time;temperature;fault flags;flags;charge limit;startup count;harge profile
59293.539;136;1.768;5.15;1;242135;0;1;0;31.0;0;2;90
59304.539;;1.732;;;;;;;;;;;;
59315.539;;1.771;;;;;;;;;;;;
511.539;136;1.771;5.14;8;242682;0;1;218;34.0;0;2;90
59541.541;136;1.771;5.14;9;242758;0;1;248;34.0;0;2;90
59571.539;136;1.773;511.539;136;1.771;5.14;8;242682;0;1;218;34.0;0;2;90
59541.541;136;1.771;5.14;9;242758;0;1;248;34.0;0;2;90
59571.539;136;1.773;511.539;136;1.771;5.14;8;242682;0;1;218;34.0;0;2;90
59541.541;136;1.771;5.14;9;242758;0;1;248;34.0;0;2;90
59571.539;136;1.773;511.539;136;1.771;5.14;8;242682;0;1;218;34.0;0;2;90
59541.541;136;1.771;5.14;9;242758;0;1;248;34.0;0;2;90
59571.539;136;1.773;90
59721.539;136;1.773;5.15;15;243214;0;1;428;35.0;0;2;90
59751.541;136;1.773;5.15;16;243290;0;1;458;35.0;0;2;90
59781.541;1390
59721.539;136;1.773;5.15;15;243214;0;1;428;35.0;0;2;90
59751.541;136;1.773;5.15;16;243290;0;1;458;35.0;0;2;90
59781.541;1390
59721.539;136;1.773;5.15;15;243214;0;1;428;35.0;0;2;90
59751.541;136;1.773;5.15;16;243290;0;1;458;35.0;0;2;90
59781.541;136;1.773;5.15;17;243366;0;1;488;35.0;0;2;90
59811.541;136;1.773;5.15;18;243442;0;1;518;35.0;0;2;90
59841.539;136;1.771;5.15;19;243518;0;1;548;35.0;0;2;90
59871.539;136;1.776;5.15;20;243591;0;1;578;36.0;0;2;90
59901.541;136;1.773;5.15;21;243668;0;1;608;36.0;0;2;90
59931.541;136;1.773;5.15;22;243744;0;1;638;36.0;0;2;90
59961.541;136;1.773;5.15;23;243820;0;1;668;36.0;0;2;90
59991.539;136;1.773;5.15;24;243896;0;1;698;36.0;0;2;90
60026.541;136;1.772;5.15;25;243984;0;1;733;36.0;0;2;90
60056.539;136;1.772;5.14;26;244060;0;1;763;36.0;0;2;90
60086.541;136;1.773;5.15;27;244136;0;1;793;36.0;0;2;90
60116.539;136;1.773;5.15;28;244213;0;1;823;36.0;0;2;90
60146.540;136;1.773;5.15;29;244289;0;1;853;36.0;0;2;90
60176.541;136;1.773;5.15;30;244365;0;1;883;36.0;0;2;90
60206.541;136;1.774;5.15;31;244441;0;1;913;36.0;0;2;90
60236.541;136;1.774;5.15;32;244517;0;1;943;37.0;0;2;90
60281.539;136;1.776;5.15;33;244629;0;1;988;36.0;0;2;90
60321.541;136;1.776;5.15;34;244730;0;1;1028;37.0;0;2;90
60366.539;136;1.774;5.15;35;244844;0;1;1073;37.0;0;2;90
60396.539;136;1.775;5.15;36;244921;0;1;1103;37.0;0;2;90
60431.541;136;1.775;5.15;37;245009;0;1;1138;37.0;0;2;90
60461.539;136;1.775;5.15;38;245085;0;1;1168;37.0;0;2;90
60496.541;136;1.775;5.15;39;245174;0;1;1203;37.0;0;2;90
60526.541;136;1.774;5.15;40;245250;0;1;1233;37.0;0;2;90
60561.541;136;1.773;5.15;41;245339;0;1;1268;37.0;0;2;90
60591.539;136;1.773;5.15;42;245415;0;1;1298;37.0;0;2;90
60626.539;136;1.774;5.15;43;245504;0;1;1333;37.0;0;2;90
60656.541;136;1.774;5.15;44;245577;0;1;1363;37.0;0;2;90
60667.541;;1.749;;;;;;;;;;;;
60688.541;;1.731;;;;;;;;;;;;
60691.539;136;1.770;5.15;45;245665;0;1;1398;37.0;0;2;90
60703.540;;1.750;;;;;;;;;;;;
60714.541;;1.775;;;;;;;;;;;;
60721.541;136;1.756;5.14;46;245740;0;1;1428;37.0767.539;;1.735;;;;;;;;;;;;
60779.542;;1.701;;;;;;;;;;;;
60786.541;136;1.774;5.15;48;245899;0;1;1493;37.0;0;2;90
60797.541;;1.767.539;;1.735;;;;;;;;;;;;
60779.542;;1.701;;;;;;;;;;;;
60786.541;136;1.774;5.15;48;245899;0;1;1493;37.0;0;2;90
60797.541;;1.753;;;;;;;;;;;;
60808.541;;1.696;;;;;;;;;;;;
60819.539;;1.642;;;;;;;;;;;;
60826.541;136;1.749;5.15;49;245998;0;1;1533;37.0;0;.539;;1.601;;;;;;;;;;;;
60880.539;;1.664;;;;;;;;;;;;
60891.539;;1.583;;;;;;;;;;;;
60896.539;136;1.646;5.15;51;246160;0;1;1603;36.0;0;2;90
60899.541;136;0.011;5.18;51;246163;0;1;1606;37.0;0;2;90
60901.541;136;1.593;5.14;51;246165;0;1;1608;36.0;0;2;90
;36.0;0;2;90
60899.541;136;0.011;5.18;51;246163;0;1;1606;37.0;0;2;90
60901.541;136;1.593;5.14;51;246165;0;1;1608;36.0;0;2;90
60912.541;;1.466;;;;;;;;;;;;
60922.539;136;0.011;5.18;51;246202;0;1;1629;37.0;0;2;90
60937.541;136;1.707;5.15;51;246204;0;1;1644;36.0;0;2;90
60941.541;136;0.011;5.18;51;246207;0;1;1648;36.0;0;2;90
60952.541;136;1.735;5.15;51;246209;0;1;1659;36.0;0;2;90
60961.541;136;0.009;5.18;51;246224;0;1;1668;36.0;0;2;90
60972.539;136;1.735;5.15;51;246224;0;1;1679;36.0;0;2;90
60981.539;136;1.773;5.15;52;246247;0;1;1688;36.0;0;2;90
60992.539;;1.660;;;;;;;;;;;;
61004.539;136;0.011;5.18;52;246299;0;1;1711;36.0;0;2;90
