timestamp;session;current;volt;soc;mwh;mode;charge phase;charge time;temperature;fault flags;flags;charge limit
267346.435;2198;1.087;5.02;36;2939842;0;1;4;33.3;0;3;-1
267381.433;21098;1.005;5.03;36;2939895;0;1;38;33.3;0;3;-1
267446.433;21098;1.085;5.03;36;2939990;0;1;104;32.3;0;3;-1
267507.435;21098;0.981;5.02;36;2940076;0;1;164;33.3;0;3;-1
267624.431;21098;1.060;5.03;36;2940237;0;1;282;32.3;0;3;-1
