timestamp;session;current;volt;soc;mwh;mode;charge phase;charge time;temperature;fault flags;flags;charge limit;startup count;harge profile
9.736;114;-0.804;4.71;-1;145275;0;1;4;22.0;0;2;-1;0;0
13.737;114;-0.019;5.03;-1;145278;0;1;8;23.0;0;2;-1;0;0
14.735;114;-0.800;4.71;-1;145279;0;1;10;23.0;0;2;-1;0;0
17.737;114;-0.804;4.71;-1;145282;0;1;12;24.0;0;2;-1;0;0
42.737;114;-0.80;1634;33.0;0;2;-1;0;0
3495.735;114;0.011;5.08;-1;148925;0;1;3490;34.0;0;2;-1;0;0
3496.735;114;0.011;5.08;-1;148925;0;1;3492;35;1634;33.0;0;2;-1;0;0
3495.735;114;0.011;5.08;-1;148925;0;1;3490;34.0;0;2;-1;0;0
3496.735;114;0.011;5.08;-1;148925;0;1;3492;35;1634;33.0;0;2;-1;0;0
3495.735;114;0.011;5.08;-1;148925;0;1;3490;34.0;0;2;-1;0;0
3496.735;114;0.011;5.08;-1;148925;0;1;3492;35.0;0;2;-1;0;0
