harge profile
48.102;1675;1.144;4.94;-1;1894773;0;1;11;34.9;0;1;-1;0;0
61.102;;1.101;;;;;;;;;;;;
70.102;1675;0.530;5.06;-1;18harge profile
48.102;1675;1.144;4.94;-1;1894773;0;1;11;34.9;0;1;-1;0;0
61.102;;1.101;;;;;;;;;;;;
70.102;1675;0.530;5.06;-1;1894807;0;1;33;34.9;0;1;-1;0;0
72.102;1675;1.062;4.96;-1;1894809;0;1;35;34.9;0;1;-1;0;0
75.100;1675;0.598;5.05;-1;1894813;0;1;38;34.9;0;1;-1;0;0
77.100;1675;1.060;4.96;-1;1894815;0;1;40;34.9;0;1;-1;0;0
81.100;1675;0.133;5.13;-1;1894820;0;1;44;34.9;0;1;-1;0;0
82.100;1675;1.062;4.96;-1;1894822;0;1;45;34.9;0;1;-1;0;0
86.102;1675;0.094;5.13;-1;1894826;0;1;49;34.9;0;1;-1;0;0
87.100;1675;1.060;4.96;-1;1894828;0;1;50;34.9;0;1;-1;0;0
99.102;;1.099;;;;;;;;;;;;
110.102;;1.060;;;;;;;;;;;;
141.100;;0.998;;;;;;;;;;;;
152.102;;1.058;;;;;;;;;;;;
204.100;1675;1.060;4.96;-1;1894997;0;1;167;33.9;0;1;-1;0;0
219.102;;1.028;;;;;;;;;;;;
230.100;;1.005;;;;;;;;;;;;
248.100;;1.059;;;;;;;;;;;;
259.102;;1.005;;;;;;;;;;;;
287.100;;1.024;;;;;;;;;;;;
298.101;;1.006;;;;;;;;;;;;
352.102;;0.983;;;;;;;;;;;;
363.107;;0.967;;;;;;;;;;;;
374.99;;1.004;;;;;;;;;;;;
394.102;;0.975;;;;;;;;;;;;
405.98;;1.546.100;;0.982;;;;;;;;;;;;
557.102;;0.957;;;;;;;;;;;;
582.102;;0.943;;;;;;;;;;;;
604.100;;0.930;;;;;;;;;;;;
635.100;;0.919;;546.100;;0.982;;;;;;;;;;;;
557.102;;0.957;;;;;;;;;;;;
582.102;;0.943;;;;;;;;;;;;
