timestamp;session;current;volt;soc;mwh;mode;charge phase;charge time;temperature;fault flags;flags;charge limit
89.43;3;-1.45;4.66;-1;13;0;0;0;39.0;0;0;-1
147.46;3;-1.439;4.67;-1;120;0;0;0;39.0;0;0;-1
279.41;3;-1.359;4.66;74;359;0;0;0;39.0;0;0;-1
561.41;3;-1.463;4.66;76;868;0;0;0;40.0;0;0;-1
622.45;3;-1.361;4.70;77;976;0;0;0;40.0;0;0;-1
923.43;3;-1.332;4.70;79;1505;0;0;0;41.0;0;0;-1
965.43;3;-1.285;4.70;79;1578;0;0;0;41.0;0;0;-1
1073.41;3;-1.396;4.68;80;1763;0;0;0;41.0;0;0;-1
1134.41;3;-1.306;4.71;80;1867;0;0;0;41.0;0;0;-1
1435.45;3;-1.267;4.72;82;2383;0;0;0;41.0;0;0;-1
1736.43;3;-1.250;4.72;84;2887;0;0;0;41.0;0;0;-1
1785.45;3;-1.230;4.72;84;2969;0;0;0;41.0;0;0;-1
2086.43;3;-1.209;4.72;86;3462;0;0;0;41.0;0;0;-1
2387.43;3;-1.199;4.73;88;3952;0;0;0;41.0;0;0;-1
2576.43;3;-1.310;4.72;89;4253;0;0;0;41.0;0;0;-1
2637.45;3;-1.220;4.74;89;4352;0;0;0;41.0;0;0;-1
2719.43;3;-1.142;4.79;90;4484;0;0;0;41.0;0;0;-1
2781.45;3;-1.162;4.74;90;4580;0;0;0;41.0;0;0;-1
2843.43;3;-1.113;4.80;91;4672;0;0;0;41.0;0;0;-1
2935.41;3;-1.135;4.75;91;4803;0;0;0;41.0;0;0;-1
2996.45;3;-1.048;4.80;91;4888;0;0;0;41.0;0;0;-1
3202.41;3;-0.971;4.84;92;5187;0;0;0;41.0;0;0;-1
3348.41;3;-1.056;4.82;93;5382;0;0;0;41.0;0;0;-1
3409.43;3;-0.938;4.84;93;5458;0;0;0;41.0;0;0;-1
3710.45;3;-0.916;4.84;94;5838;0;0;0;41.0;0;0;-1
3729.41;3;-0.858;4.88;94;5861;0;0;0;41.0;0;0;-1
3812.41;3;-0.905;4.83;94;5957;0;0;0;41.0;0;0;-1
3891.45;3;-0.850;4.88;95;6045;0;0;0;41.0;0;0;-1
3986.45;3;-0.899;4.83;95;6150;0;0;0;41.0;0;0;-1
4047.41;3;-0.81-1
4477.41;3;-0.767;4.92;96;6684;0;0;0;41.0;0;0;-1
4551.41;3;-0.821;4.87;96;6766;0;0;0;41.0;0;0;-1
4620.40;3;-0.725;4.91;96;6-1
4477.41;3;-0.767;4.92;96;6684;0;0;0;41.0;0;0;-1
4551.41;3;-0.821;4.87;96;6766;0;0;0;41.0;0;0;-1
4620.40;3;-0.725;4.91;96;6842;0;0;0;41.0;0;0;-1
4693.45;3;-0.813;4.87;96;6918;0;0;0;41.0;0;0;-1
4765.41;3;-0.732;4.91;96;6986;0;0;0;40.0;0;0;-1
4834.41;3;-0.819;4.90;96;7050;0;0;0;40.0;0;0;-1
4895.45;3;-0.714;4.93;96;7107;0;0;0;40.0;0;0;-1
4992.43;3;-0.795;4.89;97;7203;0;0;0;41.0;0;0;-1
5053.45;3;-0.693;4.91;97;7268;0;0;0;40.0;0;0;-1
5122.43;3;-0.771;4.88;97;7338;0;0;0;41.0;0;0;-1
5193.43;3;-0.544;4.98;97;7405;0;0;0;41.0;0;0;-1
5383.43;3;-0.625;4.92;100;7518;0;0;0;41.0;0;0;-1
5444.41;3;-0.506;4.97;100;7562;0;0;0;41.0;0;0;-1
5506.42;3;-0.584;4.97;100;7608;0;0;0;41.0;0;0;-1
5567.41;3;-0.500;5.00;100;7653;0;0;0;41.0;0;0;-1
