timestamp;session;current;volt;soc;mwh;mode;charge phase;charge time;temperature;fault flags;flags;charge limit
5634.41;3;-0.576;4.96;100;7701;0;0;0;41.0;0;0;-1
5697.40;3;-0.500;4.99;100;7740;0;0;0;41.0;0;0;-1
5786.41;3;-0.582;4.93;100;7793;0;0;0;41.0;0;0;-1
5848.43;3;-0.529;4.98;100;7830;0;0;0;41.0;0;0;-1
6018.43;3;-0.606;4.93;100;7950;0;0;0;41.0;0;0;-1
6079.41;3;-0.512;4.95;100;7995;0;0;0;41.0;0;0;-1
6142.41;3;-0.602;4.95;100;8036;0;0;0;40.0;0;0;-1
6203.41;3;-0.514;4.98;100;8072;0;0;0;41.0;0;0;-1
6302.45;3;-0.601;4.92;100;8131;0;0;0;41.0;0;0;-1
6364.43;3;-0.506;5.00;100;8170;0;0;0;41.0;0;0;-1
6444.45;3;-0.585;4.92;100;8228;0;0;0;41.0;0;0;-1
6506.41;3;-0.535;4.98;100;8275;0;0;0;41.0;0;0;-1
6608.41;3;-0.612;4.96;100;8346;0;0;0;41.0;0;0;-1
6669.43;3;-0.514;4.99;100;8383;0;0;0;41.0;0;0;-1
6751.45;3;-0.597;4.95;100;8431;0;0;0;41.0;0;0;-1
6813.41;3;-0.513;4.98;100;8470;0;0;0;41.0;0;0;-1
6900.45;3;-0.625;4.94;100;8532;0;0;0;41.0;0;0;-1
6961.43;3;-0.506;4.99;100;8578;0;0;0;41.0;0;0;-1
7027.41;3;-0.590;4.93;100;8626;0;0;0;41.0;0;0;-1
7090.45;3;-0.507;4.99;100;8667;0;0;0;41.0;0;0;-1
7153.43;3;-0.426;5.02;100;8706;0;0;0;41.0;0;0;-1826;0;0;0;40.0;0;0;-1
7406.41;3;-0.459;5.00;100;8868;0;0;0;40.0;0;0;-1
7486.41;3;-0.544;4.97;100;8926;0;0;0;40.0;0;0;-1
7548.826;0;0;0;40.0;0;0;-1
7406.41;3;-0.459;5.00;100;8868;0;0;0;40.0;0;0;-1
7486.41;3;-0.544;4.97;100;8926;0;0;0;40.0;0;0;-1
7548.43;3;-0.453;5.00;100;8970;0;0;0;40.0;0;0;-1
7611.41;3;-0.532;4.98;100;9011;0;0;0;40.0;0;0;-1
7672.45;3;-0.441;5.01;100;9048;0;0;0;40.0;0;0;-1
7735.43;3;-0.509;4.95;100;9086;0;0;0;40.0;0;0;-1
7797.45;3;-0.463;5.01;100;9126;0;0;0;40.0;0;0;-1
7864.45;3;-0.568;4.97;100;9171;0;0;0;40.0;0;0;-1
7925.41;3;-0.461;5.00;100;9217;0;0;0;40.0;0;0;-1
7986.41;3;-0.599;4.96;100;9261;0;0;0;40.0;0;0;-1
8047.43;3;-0.509;4.99;100;9302;0;0;0;40.0;0;0;-1
8108.41;3;-0.428;5.01;100;9339;0;0;0;40.0;0;0;-1
8175.41;3;-0.525;4.98;100;9380;0;0;0;40.0;0;0;-1
8247.43;3;-0.445;5.00;100;9425;0;0;0;40.0;0;0;-1
8308.41;3;-0.641;4.94;100;9464;0;0;0;40.0;0;0;-1
8369.41;3;-0.472;5.00;100;9509;0;0;0;40.0;0;0;-1
8443.45;3;-0.577;4.94;100;9562;0;0;0;41.0;0;0;-1
8506.45;3;-0.506;4.99;100;9604;0;0;0;41.0;0;0;-1
8601.45;3;-0.427;5.01;100;9662;0;0;0;41.0;0;0;-1
8664.41;3;-0.509;4.99;100;9701;0;0;0;41.0;0;0;-1
8739.45;3;-0.594;4.95;100;9750;0;0;0;41.0;0;0;-1
8800.40;3;-0.468;4.98;100;9793;0;0;0;40.0;0;0;-1
8868.43;3;-0.566;4.98;100;9844;0;0;0;40.0;0;0;-1
8932.44;3;-0.477;4.99;100;9889;0;0;0;41.0;0;0;-1
9008.45;3;-0.547;4.94;100;9937;0;0;0;41.0;0;0;-1
9071.41;3;-0.478;4.99;100;9976;0;0;0;41.0;0;0;-1
9143.43;3;-0.564;4.97;100;10021;0;0;0;41.0;0;0;-1
9209.41;3;-0.458;5.00;100;10065;0;0;0;41.0;0;0;-1
9275.41;3;-0.553;4.95;100;10110;0;0;0;41.0;0;0;-1
9338.43;3;-0.463;4.99;100;10156;0;0;0;41.0;0;0;-1
9406.43;3;-0.562;4.97;100;10204;0;0;0;41.0;0;0;-1
9471.43;3;-0.467;5.00;100;10245;0;0;0;41.0;0;0;-1
9533.43;3;-0.525;4.94;100;10283;0;0;0;41.0;0;0;-1
9599.43;3;-0.611;4.95;100;10324;0;0;0;41.0;0;0;-1
9660.41;3;-0.517;4.98;100;10365;0;0;0;41.0;0;0;-1
9733.41;3;-0.607;4.92;100;10417;0;0;0;41.0;0;0;-1
9794.41;3;-0.510;4.95;100;10462;0;0;0;41.0;0;0;-1
9861.45;3;-0.591;4.93;100;10510;0;0;0;41.0;0;0;-1
9922.41;3;-0.501;4.97;100;10550;0;0;0;41.0;0;0;-1
9988.41;3;-0.585;4.94;100;10591;0;0;0;41.0;0;0;-1
10049.41;3;-0.503;4.96;100;10629;0;0;0;41.0;0;0;-1
10116.41;3;-0.584;4.94;100;10671;0;0;0;41.0;0;0;-1
10178.44;3;-0.504;4.99;100;10714;0;0;0;41.0;0;0;-1
10247.43;3;-0.632;4.92;100;10765;0;0;0;41.0;0;0;-1
10308.45;3;-0.472;4.97;100;10810;0;0;0;41.0;0;0;-1
10371.41;3;-0.583;4.96;100;10851;0;0;0;41.0;0;0;-1
10433.45;3;-0.485;4.98;100;10889;0;0;0;41.0;0;0;-1
10495.45;3;-0.568;4.97;100;10928;0;0;0;41.0;0;0;-1
10558.41;3;-0.474;4.99;100;10968;0;0;0;40.0;0;0;-1
10620.45;3;-0.571;4.96;100;11013;0;0;0;41.0;0;0;-1
10684.45;3;-0.484;5.00;100;11060;0;0;0;40.0;0;0;-1
10746.43;3;-0.555;4.94;100;11107;0;0;0;41.0;0;0;-1
10808.43;3;-0.514;5.00;100;11149;0;0;0;40.0;0;0;-1
10871.45;3;-0.506;4.94;100;11189;0;0;0;40.0;0;0;-1
10934.43;3;-0.481;4.99;100;11228;0;0;0;41.0;0;0;-1
10995.41;3;-0.583;4.97;100;11267;0;0;0;41.0;0;0;-1
11056.45;3;-0.495;4.99;100;11307;0;0;0;40.0;0;0;-1
11124.43;3;-0.586;4.98;100;11355;0;0;0;40.0;0;0;-1
11189.41;3;-0.508;4.99;100;11404;0;0;0;40.0;0;0;-1
11256.43;3;-0.637;4.94;100;11452;0;0;0;40.0;0;0;-1
11317.43;3;-0.540;4.98;100;11492;0;0;0;40.0;0;0;-1
11390.43;3;-0.464;4.97;100;11538;0;0;0;40.0;0;0;-1
11452.45;3;-0.577;4;0;0;-1
