timestamp;session;current;volt;soc;mwh;mode;charge phase;charge time;temperature;fault flags;flags;charge limit
258961.899;47-0.809;4.71;-1;121389;0;1;0;39.0;0;2;-1
259262.897;47;-0.809;4.71;-1;121705;0;1;300;39.0;0;2;-1
259563.895;47;-0.809;4.71;-1;122021;0;1;602;38.0;0;2;-1
259864.895;47;-0.810;4.71;-1;122337;0;1;902;39.0;0;2;-1
259919.899;47;-0.611;4.81;-1;122394;0;1;958;38.0;0;2;-1
259980.899;47;-0.811;4.71;-1;122459;0;1;1018;38.0;0;2;-1
260281.897;47;-0.810;4.70;-1;122774;0;1;1320;38.0;0;2;-1
260582.899;47;-0.810;4.71;-1;123091;0;1;1620;38.0;0;2;-1
260859.899;47;-0.692;4.77;-1;123381;0;1;1898;38.0;0;2;-1
260920.898;47;-0.812;4.70;-1;123446;0;1;1958;38.0;0;2;-1
261221.897;47;-0.812;4.71;-1;123762;0;1;2260;38.0;0;2;-1
261522.898;47;-0.810;4.;0;1;3162;38.0;0;2;-1
262425.895;47;-0.812;4.70;-1;125027;0;1;3464;38.0;0;2;-1
262726.897;47;-0.811;4.71;-1;125343;0;1;3764;38;0;1;3162;38.0;0;2;-1
262425.895;47;-0.812;4.70;-1;125027;0;1;3464;38.0;0;2;-1
262726.897;47;-0.811;4.71;-1;125343;0;1;3764;38.0;0;2;-1
263027.897;47;-0.811;4.70;-1;125660;0;1;4066;38.0;0;2;-1
263328.897;47;-0.812;4.71;-1;125976;0;1;4366;38.0;0;2;-1
263629.896;47;-0.811;4.71;-1;126293;0;1;4668;38.0;0;2;-1
263930.897;47;-0.809;4.70;-1;126608;0;1;4968;38.0;0;2;-1
264231.899;47;-0.811;4.70;-1;126925;0;1;5270;38.0;0;2;-1
264532.897;47;-0.810;4.71;-1;127240;0;1;5570;38.0;0;2;-1
264833.898;47;-0.811;4.70;-1;127557;0;1;5872;38.0;0;2;-1
265134.895;47;-0.770;4.72;-1;127868;0;1;6172;38.0;0;2;-1
265195.897;47;-0.725;4.74;-1;127930;0;1;6234;38.0;0;2;-1
265405.895;47;-0.812;4.71;-1;128140;0;1;6444;38.0;0;2;-1
265542.897;47;-0.725;4.74;-1;128277;0;1;6580;38.0;0;2;-1
265655.895;47;-0.809;4.71;-1;128386;0;1;6694;38.0;0;2;-1
265716.897;47;-0.725;4.74;-1;128444;0;1;6754;38.0;0;2;-1
265985.895;47;-0.809;4.70;-1;128699;0;1;7024;38.0;0;2;-1
266046.895;47;-0.724;4.73;-1;128757;0;1;7084;38.0;0;2;-1
266209.895;47;-0.213;4.97;-1;128907;0;1;7248;38.0;0;2;-1
