timestamp;session;current;volt;soc;mwh;mode;charge phase;charge time;temperature;fault flags;flags;charge limit
8390.73;6;-1.081;4.91;50;22034;0;1;5668;38.0;0;0;-1
8451.77;6;-0.926;4.93;50;22116;0;1;5728;38.0;0;0;-1
8512.73;6;-1.088;4.91;50;22204;0;1;5790;39.0;0;0;-1
8575.75;6;-0.947;4.93;50;22292;0;1;5852;39.0;0;0;-1
8636.77;6;-1.175;4.90;50;22380;0;1;5914;39.0;0;0;-1
8697.73;6;-0.979;4.92;50;22469;0;1;5974;40.0;0;0;-1
8759.77;6;-1.114;4.91;50;22559;0;1;6036;40.0;0;0;-1
8820.77;6;-0.967;4.92;50;22647;0;1;6098;40.0;0;0;-1
8881.75;6;-1.181;4.90;50;22733;0;1;6158;40.0;0;0;-1
8943.77;6;-0.916;4.93;50;22824;0;1;6220;40.0;0;0;-1
9004.73;6;-1.097;4.91;50;22909;0;1;6282;40.0;0;0;-1
9069.77;6;-1.177;4.90;50;23004;0;1;6346;41.0;0;0;-1
9132.75;6;-1.044;4.92;50;23097;0;1;6410;41.0;0;0;-1
9194.77;6;-0.926;4.93;50;23187;0;1;6472;41.0;0;0;-1
9255.73;6;-1.131;4.91;50;23275;0;1;6532;40.0;0;0;-1
9319.77;6;-1.050;4.91;50;23365;0;1;6596;40.0;0;0;-1
9380.75;6;-0.912;4.92;50;23453;0;1;6658;41.0;0;0;-1
9441.77;6;-1.153;4.90;50;23541;0;1;6718;41.0;0;0;-1
9502.77;6;-0.963;4.92;50;23628;0;1;6780;41.0;0;0;-1
9563.75;6;-1.062;4.91;50;23716;0;1;6840;40.0;0;0;-1
9624.75;6;-0.953;4.93;50;23806;0;1;6902;40.0;0;0;-1
9685.77;6;-1.080;4.91;55;23890;0;1;6962;39.0;0;0;-1
9746.75;6;-1.165;4.90;55;23978;0;1;7024;39.0;0;0;-1
9809.73;6;-1.078;4.91;55;24067;0;1;7086;39.0;0;0;-1
9871.73;6;-0.942;4.92;55;24153;0;1;7148;39.0;0;0;-1
9933.77;6;-1.060;4.91;55;24243;0;1;7210;39.0;0;0;-1
9994.75;6;-0.886;4.93;55;24329;0;1;7272;39.0;0;0;-1
10055.75;6;-1.129;4.91;55;24418;0;1;7332;38.0;0;0;-1
10117.77;6;-0.973;4.92;55;24500;0;1;7394;38.0;0;0;-1
10179.75;6;-1.227;4.90;55;24590;0;1;7456;38.0;0;0;-1
10240.75;6;-0.953;4.92;55;24675;0;1;7518;38.0;0;0;-1
10303.77;6;-1.133;4.90;55;24765;0;1;7580;38.0;0;0;-1
10365.77;6;-0.976;4.92;55;24854;0;1;7642;38.0;0;0;-1
10428.75;6;-1.073;4.92;50;0;0;-1
10618.77;6;-0.897;4.93;55;25205;0;1;7896;38.0;0;0;-1
10679.75;6;-1.076;4.91;55;25286;0;1;7956;38.0;0;0;-1
10740.73;60;0;0;-1
10618.77;6;-0.897;4.93;55;25205;0;1;7896;38.0;0;0;-1
10679.75;6;-1.076;4.91;55;25286;0;1;7956;38.0;0;0;-1
10740.73;6;-0.891;4.93;55;25372;0;1;8018;38.0;0;0;-1
10801.73;6;-1.093;4.92;55;25457;0;1;8078;38.0;0;0;-1
10863.73;6;-0.995;4.92;55;25545;0;1;8140;38.0;0;0;-1
10925.77;6;-1.119;4.91;55;25630;0;1;8202;38.0;0;0;-1
10986.73;6;-0.917;4.93;55;25718;0;1;8264;38.0;0;0;-1
11048.73;6;-1.145;4.91;55;25805;0;1;8326;38.0;0;0;-1
11110.75;6;-1.245;4.89;55;25890;0;1;8388;38.0;0;0;-1
11171.75;6;-1.144;4.91;60;25978;0;1;8448;38.0;0;0;-1
11233.73;6;-0.895;4.93;60;26066;0;1;8510;38.0;0;0;-1
11294.73;6;-1.094;4.92;60;26146;0;1;8572;38.0;0;0;-1
11358.75;6;-0.927;4.92;60;26233;0;1;8636;38.0;0;0;-1
11420.73;6;-1.053;4.91;60;26321;0;1;8698;38.0;0;0;-1
11485.75;6;-1.129;4.91;60;26411;0;1;8762;38.0;0;0;-1
11547.73;6;-1.036;4.91;60;26497;0;1;8824;38.0;0;0;-1
11609.73;6;-0.927;4.93;60;26585;0;1;8886;38.0;0;0;-1
11670.75;6;-1.162;4.90;60;26672;0;1;8948;38.0;0;0;-1
11731.77;6;-1.072;4.91;60;26757;0;1;9008;38.0;0;0;-1
11792.75;6;-1.157;4.90;60;26844;0;1;9070;38.0;0;0;-1
11854.73;6;-1.052;4.91;60;26931;0;1;9132;38.0;0;0;-1
11915.75;6;-1.148;4.90;60;27015;0;1;9192;38.0;0;0;-1
11976.77;6;-0.912;4.93;60;27103;0;1;9254;38.0;0;0;-1
12037.77;6;-1.099;4.91;60;27190;0;1;9314;38.0;0;0;-1
12098.73;6;-0.947;4.92;60;27278;0;1;9376;38.0;0;0;-1
12159.75;6;-1.121;4.91;60;27362;0;1;9436;38.0;0;0;-1
12220.77;6;-1.040;4.91;60;27449;0;1;9498;38.0;0;0;-1
12281.75;6;-0.961;4.92;60;27534;0;1;9558;38.0;0;0;-1
12346.75;6;-1.079;4.91;60;27619;0;1;9624;38.0;0;0;-1
12409.75;6;-0.999;4.92;60;27705;0;1;9686;38.0;0;0;-1
12470.75;6;-0.844;4.94;60;27787;0;1;9748;38.0;0;0;-1
12531.77;6;0.010;0.83;60;27811;0;2;9808;38.0;0;0;-1
13120.73;6;0.015;2.64;60;27811;0;0;0;37.0;0;2;-1
13181.77;6;-0.967;4.92;60;27865;0;1;56;38.0;0;2;-1
13242.77;6;-1.181;4.91;60;27968;0;1;118;39.0;0;2;-1
13303.75;6;-1.389;4.87;60;28066;0;1;178;39.0;0;2;-1
13364.73;6;-0.893;4.93;60;28140;0;1;240;38.0;0;2;-1
13425.73;6;-0.777;4.95;60;28214;0;1;300;38.0;0;2;-1
13486.75;6;-0.700;4.96;60;28319;0;1;362;38.0;0;2;-1
13555.75;6;-0.621;4.97;60;28397;0;1;430;38.0;0;2;-1
13616.77;6;-0.532;4.98;60;28451;0;1;492;38.0;0;2;-1
13691.77;6;-0.612;4.97;60;28505;0;1;566;38.0;0;2;-1
13752.77;6;-1.389;4.88;60;28599;0;1;628;38.0;0;2;-1
13931.75;6;-1.311;4.88;60;28932;0;1;806;38.0;0;2;-1
13992.75;6;-1.389;4.87;60;29044;0;1;868;38.0;0;2;-1
14227.75;6;-1.308;4.88;60;29482;0;1;1102;39.0;0;2;-1
14288.75;6;-1.391;4.87;60;29596;0;1;1164;39.0;0;2;-1
14589.73;6;-1.392;4.87;60;30156;0;1;1464;39.0;0;2;-1
14821.73;6;-1.306;4.88;60;30592;0;1;1696;39.0;0;2;-1
14896.73;6;-1.219;4.89;60;30721;0;1;1772;39.0;0;2;-1
15010.77;6;-1.295;4.89;60;30912;0;1;1886;39.0;0;2;-1
15311.73;6;-1.293;4.88;60;31422;0;1;2186;38.0;0;2;-1
15559.73;6;-1.21288.77;6;-0.921;4.92;60;32921;0;1;3164;38.0;0;2;-1
16489.75;6;-0.845;4.93;60;33166;0;1;3364;38.0;0;2;-1
16565.73;6;-0.770;4.94288.77;6;-0.921;4.92;60;32921;0;1;3164;38.0;0;2;-1
16489.75;6;-0.845;4.93;60;33166;0;1;3364;38.0;0;2;-1
16565.73;6;-0.770;4.94288.77;6;-0.921;4.92;60;32921;0;1;3164;38.0;0;2;-1
16489.75;6;-0.845;4.93;60;33166;0;1;3364;38.0;0;2;-1
16565.73;6;-0.770;4.94;60;33251;0;1;3440;37.0;0;2;-1
16675.77;6;-0.692;4.97;60;33361;0;1;3550;37.0;0;2;-1
16736.73;6;0.009;0.84;60;33399;0;2;3612;38.0;0;2;-1
