timestamp;session;current;volt;soc;mwh;mode;charge phase;charge time;temperature;fault flags;flags;charge limit
11.73;6;-1.38;4.87;-1;12884;0;1;4;38.0;0;0;-1
69.77;6;-1.388;4.87;-1;12993;0;1;62;38.0;0;0;-1
370.77;6;-1.387;4.87;-1;13555;0;1;364;37.0;0;0;0
424.73;6;0.008;0.84;40;13655;0;1;418;37.0;0;0;0
2716.77;6;0.009;2.45;30;13655;0;0;0;37.0;0;0;-1
2777.77;6;-1.389;4.87;30;13757;0;1;54;38.0;0;0;-1
3078.75;6;-1.384;4.87;30;14321;0;1;356;38.0;0;0;-1
3370.73;6;-1.299;4.88;30;14859;0;1;648;38.0;0;0;-1
3438.77;6;-1.188;4.89;30;14942;0;1;716;38.0;0;0;-1
3500.75;6;-1.099;4.91;30;15037;0;1;778;38.0;0;0;-1
3562.77;6;-1.278;4.89;35;15140;0;1;840;38.0;0;0;-1
3623.75;6;-1.183;4.90;35;15240;0;1;900;38.0;0;0;-1
3685.75;6;-1.080;4.91;35;15343;0;1;962;38.0;0;0;-1
3746.75;6;-1.238;4.89;35;15428;0;1;1024;37.0;0;0;-1
3807.75;6;-1.089;4.90;35;15490;0;1;1084;38.0;0;0;-1
3868.77;6;-1.254;4.89;35;15572;0;1;1146;37.0;0;0;-1
3932.73;6;-1.118;4.90;35;15667;0;1;1210;37.0;0;0;-1
3997.77;6;-1.035;4.91;35;15767;0;1;1274;37.0;0;0;-1
4058.73;6;-1.238;4.90;35;15858;0;1;1336;37.0;0;0;-1
4119.75;6;-1.059;4.91;35;15952;0;1;1396;37.0;0;0;-1
4183.752;0;1;1586;37.0;0;0;-1
4369.77;6;-1.069;4.91;35;16287;0;1;1646;37.0;0;0;-1
4431.77;6;-1.188;4.90;35;16377;0;1;1708;37.0;0;0;-12;0;1;1586;37.0;0;0;-1
4369.77;6;-1.069;4.91;35;16287;0;1;1646;37.0;0;0;-1
4431.77;6;-1.188;4.90;35;16377;0;1;1708;37.0;0;0;-1
4493.75;6;-1.093;4.91;35;16467;0;1;1770;37.0;0;0;-1
4554.75;6;-0.987;4.91;35;16556;0;1;1832;37.0;0;0;-1
4615.77;6;-1.150;4.90;35;16641;0;1;1892;36.0;0;0;-1
4678.73;6;-1.055;4.91;35;16722;0;1;1956;36.0;0;0;-1
4739.77;6;-0.949;4.92;35;16807;0;1;2016;36.0;0;0;-1
4800.77;6;-1.128;4.91;35;16890;0;1;2078;36.0;0;0;-1
4861.73;6;-0.949;4.92;35;16976;0;1;2138;36.0;0;0;-1
4923.73;6;-1.126;4.90;35;17064;0;1;2200;36.0;0;0;-1
4984.73;6;-1.015;4.91;35;17153;0;1;2262;36.0;0;0;-1
5045.75;6;-1.219;4.89;35;17235;0;1;2322;36.0;0;0;-1
5106.75;6;-1.033;4.91;35;17316;0;1;2384;36.0;0;0;-1
5168.77;6;-1.129;4.90;40;17401;0;1;2446;36.0;0;0;-1
5231.73;6;-0.993;4.92;40;17490;0;1;2508;36.0;0;0;-1
5292.77;6;-1.081;4.91;40;17579;0;1;2570;36.0;0;0;-1
5353.77;6;-1.156;4.90;40;17670;0;1;2630;36.0;0;0;-1
5415.77;6;-1.259;4.89;40;17764;0;1;2692;36.0;0;0;-1
5477.73;6;-1.099;4.91;40;17843;0;1;2754;36.0;0;0;-1
5543.73;6;-0.982;4.92;40;17938;0;1;2820;36.0;0;0;-1
5604.73;6;-1.190;4.89;40;18026;0;1;2882;36.0;0;0;-1
5666.73;6;-1.058;4.91;40;18116;0;1;2944;37.0;0;0;-1
5727.77;6;-1.139;4.90;40;18205;0;1;3004;37.0;0;0;-1
5788.75;6;-0.978;4.91;40;18293;0;1;3066;37.0;0;0;-1
5849.77;6;-1.180;4.89;40;18382;0;1;3126;37.0;0;0;-1
5910.75;6;-1.011;4.92;40;18461;0;1;3188;37.0;0;0;-1
5971.75;6;-1.114;4.90;40;18549;0;1;3248;37.0;0;0;-1
6033.73;6;-0.995;4.92;40;18635;0;1;3310;37.0;0;0;-1
6098.73;6;-1.087;4.90;40;18728;0;1;3376;37.0;0;0;-1
6159.75;6;-0.988;4.91;40;18817;0;1;3436;37.0;0;0;-1
6221.77;6;-1.069;4.91;40;18906;0;1;3498;37.0;0;0;-1
6282.73;6;-1.165;4.90;40;18992;0;1;3560;37.0;0;0;-1
6343.77;6;-1.032;4.91;40;19073;0;1;3620;37.0;0;0;-1
6405.73;6;-1.120;4.90;40;19164;0;1;3682;37.0;0;0;-1
6466.73;6;-0.968;4.92;40;19248;0;1;3744;37.0;0;0;-1
6527.73;6;-1.091;4.90;40;19337;0;1;3804;37.0;0;0;-1
6590.77;6;-1.185;4.90;40;19431;0;1;3868;37.0;0;0;-1
6651.77;6;-1.070;4.91;40;19521;0;1;3928;37.0;0;0;-1
6714.77;6;-0.977;4.92;45;19608;0;1;3992;37.0;0;0;-1
6776.77;6;-0.900;4.93;45;19693;0;1;4054;38.0;0;0;-1
6837.77;6;-0.992;4.92;45;19780;0;1;4114;37.0;0;0;-1
6900.73;6;-1.095;4.90;45;19868;0;1;4178;38.0;0;0;-1
6962.77;6;-0.955;4.92;45;19956;0;1;4240;37.0;0;0;-1
7023.73;6;-1.090;4.91;45;20044;0;1;4300;37.0;0;0;-1
7085.73;6;-0.983;4.92;45;20134;0;1;4362;37.0;0;0;-1
7147.77;6;-1.076;4.91;45;20219;0;1;4424;37.0;0;0;-1
7208.75;6;-0.994;4.91;45;20305;0;1;4486;37.0;0;0;-1
7269.77;6;-1.110;4.91;45;20395;0;1;4546;37.0;0;0;-1
7330.73;6;-1.018;4.92;45;20480;0;1;4608;37.0;0;0;-1
7392.75;6;-1.207;4.90;45;20571;0;1;4670;37.0;0;0;-1
7454.73;6;-1.1854;38.0;0;0;-1
7641.77;6;-1.179;4.90;45;20934;0;1;4918;38.0;0;0;-1
7702.75;6;-1.282;4.89;45;21023;0;1;4980;38.0;0;0;-1
7763.854;38.0;0;0;-1
7641.77;6;-1.179;4.90;45;20934;0;1;4918;38.0;0;0;-1
7702.75;6;-1.282;4.89;45;21023;0;1;4980;38.0;0;0;-1
7763.73;6;-1.157;4.90;45;21115;0;1;5040;38.0;0;0;-1
7831.77;6;-1.050;4.91;45;21220;0;1;5108;38.0;0;0;-1
7893.73;6;-1.135;4.91;45;21313;0;1;5170;38.0;0;0;-1
7956.77;6;-1.228;4.89;45;21406;0;1;5234;38.0;0;0;-1
8017.73;6;-1.128;4.90;45;21490;0;1;5294;38.0;0;0;.92;50;21766;0;1;5484;38.0;0;0;-1
8268.77;6;-1.227;4.90;50;21856;0;1;5546;38.0;0;0;-1
8329.77;6;-0.941;4.92;50;21947;0;1;5606;.92;50;21766;0;1;5484;38.0;0;0;-1
8268.77;6;-1.227;4.90;50;21856;0;1;5546;38.0;0;0;-1
8329.77;6;-0.941;4.92;50;21947;0;1;5606;38.0;0;0;-1
