timestamp;session;current;volt;soc;mwh;mode;charge phase;charge time;temperature;fault flags;flags;charge limit
11.141;41;-0.04;4.71;-1;104439;0;1;4;26.0;0;2;-1
69.139;41;-0.808;4.71;-1;104499;0;1;62;31.0;0;2;-1
370.141;41;-0.808;4.72;-1;104815;0;1;364;35.0;0;2;-1
671.139;41;-0.810;4.73;-1;105132;0;1;664;37.0;0;2;-1
972.141;41;-0.810;4.73;-1;105449;0;1;966;38.0;0;2;-1
1273.137;41;-0.808;4.73;-1;105767;0;1;1266;37.0;0;2;-1
1574.137;41;-0.809;4.73;-1;106084;0;1;1568;38.0;0;2;-1
1875.141;41;-0.811;4.73;-1;106402;0;1;1868;38.0;0;2;-1
2176.139;41;-0.811;4.73;-1;106720;0;1;2170;39.0;0;2;-1
2477.141;41;-0.811;4.72;-1;107038;0;1;2470;38.0;0;2;-1
2778.141;41;-0.809;4.73;-1;107356;0;1;2772;39.0;0;2;-1
3079.141;41;-0.810;4.73;-1;107673;0;1;3072;39.0;0;2;-1
3380.137;41;-0.808;4.71;-1;107990;0;1;3374;39.0;0;2;-1
3681.139;41;-0.808;4.73;-1;108307;0;1;3674;39.0;0;2;-1
3982.137;41;-0.808;4.73;-1;108624;0;1;3976;39.0;0;2;-1
4283.141;41;-0.811;4.73;-1;108942;0;1;4276;39.0;0;2;-1
4584.139;41;-0.812;4.73;-1;109259;0;1;4578;40.0;0;2;-1
4885.137;41;-0.768;4.74;-1;109574;0;1;4878;40.0;0;2;-1
5186.139;41;-0.811;4.73;-1;109883;0;1;5180;39.0;0;2;-1
5304.139;41;-0.724;4.75;-1;110002;0;1;5298;39.0;0;2;-1
5371.141;41;-0.680;4.80;-1;110068;0;1;5364;39.0;0;2;-1
5436.137;41;-0.769;4.75;-1;110131;0;1;5430;39.0;0;2;-1
5737.141;41;-0.723;4.77;-1;110420;0;1;5730;40.0;0;2;-1
5763.139;41;-0.679;4.80;-1;110444;0;1;5756;40.0;0;2;-1
5951.143;41;-0.722;4.75;-1;110619;0;1;5944;40.0;0;2;-1
6013.137;41;-0.647;4.81;-1;110676;0;1;6006;39.0;0;2;-1
