timestamp;session;current;volt;soc;mwh;mode;charge phase;charge time;temperature;fault flags;flags;charge limit;startup count;harge profile
9.707;700;0.737;4.93;72;471786;0;1;3;24.9;0;7;76
20.706;;0.749;;;;;;;;;;;;
33.707;700;0.754;4.94;72;471811;0;1;27;25.9;0;7;76
44.710;;0.685;;;;;;;;;;;;
55.705;;0.735;;;;;;;;;;;;
68.705;;0.716;;;;;;;;;;;;
79.710;;0.739;;;;;;;;;;;;
92.705;;0.728;;;;;;;;;;;;
105.706;;0.744;;;;;;;;;;;;
108.709;700;0.743;4.93;72;471885;0;1;102;27.9;0;7;76
119.708;;0.730;;;;;;;;;;;;
130.706;;0.748;;;;;;;;;;;;
142.707;;0.737;;;;;;;;;;;;
153.705;;0.751;;;;;;;;;;;;
160.707;700;0.737;4.93;73;471937;0;1;154;28.9;0;7;76
171.705;;0.751;;;;;;;;;;;;
184.706;;0.730;;;;;;;;;;;;
195.706;;0.751;;;;;;;;;;;;
208.705;;0.724;;;;;;;;;;;;
219.705;;0.752;;;;;;;;;;;;
232.705;;0.727;;;;;;;;;;;;
243.705;;0.747;;;;;;;;;;;;
255.705;;0.735;;;;;;;;;;;;
266.710;;0.753;;;;;;;;;;;;
279.707;;0.729;;;;;;;;;;;;
290.710;;0.753;;;;;;;;;;;;
303.705;;0.727;;;;;;;;;;;;
314.709;;0.752;;;;;;;;;;;;
332.709;;0.740;;;;;;;;;;;;
343.707;;0.756;;;;;;;;;;;;
356.709;;0.744;;;;;;;;;;;;
367.706;;0.755;;;;;;;;;;;;
380.709;;0.731;;;;;;;;;;;;
391.710;;0.758;;;;;;;;;;;;
404.707;;0.736;;;;;;;;;;;;
415.707;;0.757;;;;;;;;;;;;
433.707;;0.747;;;;;;;;;;;;
444.707;;0.764;;;;;;;;;;;;
457.707;;0.737;;;;;;;;;;;;
468.706;;0.767;;;;;;;;;;;;
481.707;;0.744;;;;;;;;;;;;
492.709;;0.757;;;;;;;;;;;;
503.705;;0.768;;;;;;;;;;;;
514.707;;0.757;;;;;;;;;;;;
528.705;;0.746;;;;;;;;;;;;
535.705;700;0.766;4.94;74;472319;0;1;529;29.9;0;7;76
546.709;;0.755;;;;;;;;;;;;
557.709;;0.768;;;;;;;;;;;;
570.705;;0.747;;;;;;;;;;;;
581.709;;0.768;;;;;;;;;;;;
594.710;;0.748;;;;;;;;;;;;
605.709;;0.767;;;;;;;;;;;;
666.705;700;0.767;4.95;74;472456;0;1;660;27.9;0;7;76
708.709;;0.721;;;;;;;;;;;;
719.709;;0.741;;;;;;;;;;;;
745.710;;0.751;;;;;;;;;;;;
757.705;;0.765;;;;;;;;;;;;
812.709;;0.753;;;;;;;;;;;;
823.708;;0.770;;;;;;;;;;;;
889.709;;0.756;;;;;;;;;;;;
900.706;;0.767;;;;;;;;;;;;
905.707;700;0.767;4.95;75;472704;0;1;899;25.9;0;7;76
1031.705;;0.755;;;;;;;;;;;;
1055.710;;0.766;;;;;;;;;;;;
1150.705;;0.754;;;;;;;;;;;;
1192.709;;0.742;;;;;;;;;;;;
1203.709;;0.752;;;;;;;;;;;;
1105.615;;0.768;;;;;;;;;;;;
1108.615;;0.768;;;;;;;;;;;;
1111.615;;0.768;;;;;;;;;;;;
1114.615;;0.765;;;;;;;;;;;;
1117.615;;0.756;;;;;;;;;;;;
1120.615;;0.763;;;;;;;;;;;;
1123.615;;0.765;;;;;;;;;;;;
1126.615;;0.764;;;;;;;;;;;;
1129.615;;0.764;;;;;;;;;;;;
1132.615;;0.765;;;;;;;;;;;;
1135.615;;0.765;;;;;;;;;;;;
1138.615;;0.766;;;;;;;;;;;;
1141.615;;0.767;;;;;;;;;;;;
1144.615;;0.766;;;;;;;;;;;;
1147.615;;0.767;;;;;;;;;;;;
