timestamp;session;current;volt;soc;mwh;mode;charge phase;charge time;temperature;fault flags;flags;charge limit;startup count;harge profile
9.129;4221;0.764;8.95;80;685585;1;0;0;33.8;0;7;100
21.127;;0.745;;;;;;;;;;;;
32.127;;0.821;;;;;;;;;;;;
43.129;;0.741;;;;;;;;;;;;
54.129;;0.729;;;;;;;;;;;;
67.125;4221;0.748;8.95;81;685695;1;0;0;33.8;0;7;100
78.129;;0.729;;;;;;;;;;;;
89.127;;0.716;;;;;;;;;;;;
104.127;;0.730;;;;;;;;;;;;
115.129;;0.781;;;;;;;;;;;;
126.125;;0.736;;;;;;;;;;;;
137.125;;0.703;;;;;;;;;;;;
148.125;;0.780;;;;;;;;;;;;
159.127;;0.697;;;;;;;;;;;;
179.516;4221;0.696;8.95;81;685894;0;1;173;33.8;0;7;100
179.843;4221;0.693;8.96;81;685896;0;1;173;33.8;0;7;100
186.288;4221;0.715;8.96;81;685907;0;1;180;33.8;0;7;100
186.617;4221;0.709;8.96;81;685907;0;1;180;34.8;0;7;100
193.54;4221;0.700;8.97;81;685919;0;1;186;33.8;0;7;100
193.370;4221;0.691;8.96;81;685919;0;1;187;34.8;0;7;100
199.796;4221;0.695;8.97;82;685929;0;1;193;33.8;0;7;100
200.113;4221;0.699;8.96;82;685931;0;1;193;34.8;0;7;100
206.544;4221;0.694;8.97;82;685942;0;1;200;33.8;0;7;100
206.993;4221;0.744;8.95;82;685943;0;1;200;34.8;0;7;100
213.428;4221;0.683;8.97;82;685954;0;1;207;33.8;0;7;100
213.743;4221;0.692;8.97;82;685954;0;1;207;34.8;0;7;100
220.176;4221;0.735;8.95;82;685966;0;1;213;33.8;0;7;100
220.486;4221;0.700;8.96;82;685966;0;1;214;34.8;0;7;100
226.914;4221;0.699;8.97;82;685976;0;1;220;33.8;0;7;100
227.232;4221;0.714;8.96;82;685978;0;1;221;33.8;0;7;100
233.674;4221;0.695;8.97;82;685989;0;1;227;33.8;0;7;100
234.05;4221;0.706;8.96;82;685989;0;1;227;33.8;0;7;100
240.742;4221;0.686;8.97;82;686001;0;1;234;33.8;0;7;100
240.999;4221;0.677;8.97;82;686001;0;1;234;33.8;0;7;100
247.490;4221;0.684;8.97;82;686013;0;1;241;33.8;0;7;100
247.745;4221;0.683;8.96;82;686013;0;1;241;33.8;0;7;100
254.248;4221;0.689;8.97;82;686024;0;1;248;33.8;0;7;100
254.525;4221;0.704;8.96;82;686025;0;1;248;33.8;0;7;100
261.28;4221;0.681;8.97;82;686036;0;1;254;33.8;0;7;100
261.298;4221;0.683;8.96;82;686036;0;1;255;33.8;0;7;100
267.794;4221;0.673;8.97;82;686047;0;1;261;33.8;0;7;100
268.358;4221;0.702;8.96;82;686047;0;1;262;33.8;0;7;100
274.798;4221;0.667;8.97;82;686060;0;1;268;33.8;0;7;100
275.137;4221;0.671;8.97;82;686060;0;1;268;33.8;0;7;100
281.586;4221;0.689;8.97;82;686072;0;1;275;33.8;0;7;100
281.915;4221;0.668;8.97;82;686072;0;1;275;33.8;0;7;100
288.354;4221;0.684;8.97;82;686082;0;1;282;33.8;0;7;100
288.669;4221;0.670;8.97;82;686084;0;1;282;33.8;0;7;100
295.104;4221;0.695;8.97;82;686094;0;1;288;33.8;0;7;100
295.418;4221;0.705;8.97;82;686094;0;1;289;33.8;0;7;100
302.174;4221;0.660;8.97;82;686106;0;1;295;33.8;0;7;100
302.452;4221;0.670;8.97;82;686106;0;1;296;33.8;0;7;100
308.954;4221;0.681;8.97;82;686118;0;1;302;33.8;0;7;100
309.218;4221;0.677;8.97;82;686118;0;1;303;33.8;0;7;100
315.704;4221;0.693;8.97;82;686129;0;1;309;33.8;0;7;100
315.961;4221;0.674;8.97;82;686129;0;1;309;33.8;0;7;100
322.450;4221;0.677;8.95;82;686140;0;1;316;33.8;0;7;100
322.721;4221;0.667;8.95;82;686140;0;1;316;33.8;0;7;100
329.220;4221;0.652;8.96;82;686151;0;1;323;33.8;0;7;100
329.783;4221;0.676;8.95;82;686151;0;1;323;33.8;0;7;100
336.216;4221;0.662;8.96;83;686163;0;1;330;33.8;0;7;100
336.533;4221;0.656;8.96;83;686163;0;1;330;33.8;0;7;100
342.968;4221;0.764;8.94;83;686175;0;1;336;33.8;0;7;100
343.294;4221;0.765;8.94;83;686175;0;1;337;33.8;0;7;100
349.736;4221;0.654;8.97;83;686186;0;1;343;33.8;0;7;100
350.63;4221;0.691;8.96;83;686187;0;1;343;33.8;0;7;100
356.506;4221;0.650;8.96;83;686198;0;1;350;33.8;0;7;100
356.827;4221;0.657;8.96;83;686198;0;1;350;33.8;0;7;100
