timestamp;session;current;volt;soc;mwh;mode;charge phase;charge time;temperature;fault flags;flags;charge limit
10.317;28;-0.11;4.69;-1;86275;0;1;4;38.0;0;2;-1
68.315;28;-0.811;4.72;-1;86335;0;1;62;39.0;0;2;-1
369.317;28;-0.809;4.72;-1;86652;0;1;364;3;0;2;-1
2777.319;28;-0.809;4.72;-1;89189;0;1;2772;38.0;0;2;-1
3078.319;28;-0.811;4.72;-1;89506;0;1;3072;38.0;0;2;-1
3379.315;;0;2;-1
2777.319;28;-0.809;4.72;-1;89189;0;1;2772;38.0;0;2;-1
3078.319;28;-0.811;4.72;-1;89506;0;1;3072;38.0;0;2;-1
3379.315;;0;2;-1
2777.319;28;-0.809;4.72;-1;89189;0;1;2772;38.0;0;2;-1
3078.319;28;-0.811;4.72;-1;89506;0;1;3072;38.0;0;2;-1
3379.315;;0;2;-1
2777.319;28;-0.809;4.72;-1;89189;0;1;2772;38.0;0;2;-1
3078.319;28;-0.811;4.72;-1;89506;0;1;3072;38.0;0;2;-1
3379.315;90458;0;1;3976;38.0;0;2;-1
4282.317;28;-0.768;4.73;-1;90765;0;1;4276;38.0;0;2;-1
4433.319;28;-0.723;4.75;-1;90915;0;1;4428;38.90458;0;1;3976;38.0;0;2;-1
4282.317;28;-0.768;4.73;-1;90765;0;1;4276;38.0;0;2;-1
4433.319;28;-0.723;4.75;-1;90915;0;1;4428;38.91363;0;1;4898;39.0;0;2;-1
