timestamp;session;current;volt;soc;mwh;mode;charge phase;charge time;temperature;fault flags;flags;charge limit
11.677;23;-0.30;4.94;-1;70533;0;1;4;29.0;0;2;-1
69.677;23;-0.329;4.94;-1;70559;0;1;62;34.0;0;2;-1
370.673;23;-0.329;4.94;-1;70694;0;1;364;33;-0.328;4.94;-1;71098;0;1;1266;38.0;0;2;-1
1574.677;23;-0.329;4.94;-1;71233;0;1;1568;38.0;0;2;-1
1875.677;23;-0.330;4.94;-1;73;-0.328;4.94;-1;71098;0;1;1266;38.0;0;2;-1
1574.677;23;-0.329;4.94;-1;71233;0;1;1568;38.0;0;2;-1
1875.677;23;-0.330;4.94;-1;71367;0;1;1868;38.0;0;2;-1
2176.677;23;-0.328;4.94;-1;71502;0;1;2170;38.0;0;2;-1
2477.675;23;-0.329;4.94;-1;71637;0;1;2470;38.0;0;2;-1
2778.675;23;-0.329;4.94;-1;71771;0;1;2772;37.0;0;2;-1
3079.677;23;-0.329;4.94;-1;71906;0;1;3072;38.0;0;2;-1
3380.673;23;-0.330;4.94;-1;72040;0;1;3374;38.0;0;2;-1
3681.673;23;-0.328;4.94;-1;72175;0;1;3674;38.0;0;2;-1
3982.673;23;-0.329;4.94;-1;72310;0;1;3976;38.0;0;2;-1
4283.677;23;-0.327;4.94;-1;72444;0;1;4276;38.0;0;2;-1
4528.673;23;-0.254;4.98;-1;72541;0;1;4522;38.0;0;2;-1
4829.675;23;-0.187;5.00;-1;72632;0;1;4822;38.0;0;2;-1
4889.675;23;-0.179;5.01;-1;72647;0;1;4882;38.0;0;2;-1
