timestamp;session;current;volt;soc;mwh;mode;charge phase;charge time;temperature;fault flags;flags;charge limit;startup count;harge profile
211.849;717;0.452;5.12;24;510789;0;0;0;33.9;0;7;-1;0;0
217.850;717;0.453;5.11;24;510793;0;1;0;32.9;0;7;-1;0;0
219.852;717;0.452;5.19;24;510794;0;1;2;32.9;0;7;-1;0;0
253.849;717;0.458;5.16;24;510816;0;1;36;33.9;0;7;89
269.850;;0.429;;;;;;;;;;;;
280.850;;0.459;;;;;;;;;;;;
366.851;717;0.453;5.19;24;510890;0;1;149;35.9;0;7;89
407.849;717;0.452;5.19;24;510917;0;1;190;34.9;0;7;89
493.851;717;0.459;5.18;24;510973;0;1;276;35.9;0;7;89
1207.852;;0.429;;;;;;;;;;;;
1218.850;;0.458;;;;;;;;;;;;
1573.850;;0.435;;;;;;;;;;;;
1584.852;;0.460;;;;;;;;;;;;
1637.848;;0.446;;;;;;;;;;;;
1648.850;;0.456;;;;;;;;;;;;
