timestamp;session;current;volt;soc;mwh;mode;charge phase;charge time;temperature;fault flags;flags;charge limit;startup count;harge profile
13.145;1677;1.365;4.89;-1;1904326;0;1;5;34.9;0;1;-1;0;0
24.147;;1.453;;;;;;;;;;;;
6276.148;1677;0.112;5.15;-1;1916612;0;1;6268;34.9;0;1;-1;0;0
6278.145;1677;1.365;4.90;-1;1916614;0;1;6270;34.9;0;1;-1;0;0
6286.145;1677;0.671;5.04;-1;1916627;0;1;6278;34.9;0;1;-1;0;0
6287.147;1677;1.452;4.88;-1;1916628;0;1;6279;34.9;0;1;-1;0;0
6322.148;1677;1.450;4.89;78;1916697;0;1;6314;34.9;0;1;-1;0;0
6341.145;1677;1.454;4.89;78;1916735;0;1;6333;35.9;0;1;-1;0;0
6350.145;1677;1.453;4.89;78;1916752;0;1;6342;35.9;0;1;-1;0;0
6408.145;1677;1.452;4.88;79;1916867;0;1;6400;34.9;0;1;-1;0;0
6518.147;1677;1.459;4.90;80;1917082;0;1;6510;34.9;0;1;-1;0;0
6629.147;1677;1.455;4.89;81;1917302;0;1;6621;34.9;0;1;-1;0;0
6729.155;1677;1.453;4.88;82;1917499;0;1;6721;34.9;0;1;-1;0;0
6835.147;1677;1.459;4.90;83;1917707;0;1;6827;34.9;0;1;-1;0;0
6941.148;1677;1.457;4.90;84;1917916;0;1;6933;34.9;0;1;-1;0;0
7031.147;1677;1.458;4.90;85;1918095;0;1;7023;34.9;0;1;-1;0;0
7127.147;1677;1.457;4.90;86;1918285;0;1;7119;34.9;0;1;-1;0;0
7212.145;1677;1.460;4.90;87;1918451;0;1;7204;34.9;0;1;-1;0;0
7303.145;1677;1.454;4.89;88;1918631;0;1;7295;34.9;0;1;-1;0;0
7414.145;1677;1.455;4.89;89;1918851;0;1;7406;34.9;0;1;-1;0;0
7514.145;1677;1.456;4.89;90;1919049;0;1;7506;34.9;0;1;-1;0;0
7625.147;1677;1.453;4.89;91;1919266;0;1;7617;34.9;0;1;-1;0;0
7735.146;1677;1.454;4.89;92;1919483;0;1;7727;34.9;0;1;-1;0;0
7841.147;1677;1.458;4.90;93;1919693;0;1;7833;34.9;0;1;-1;0;0
7939.146;;1.408;;;;;;;;;;;;
7947.147;1677;1.408;4.89;94;1919902;0;1;7939;4.91;96;1920263;0;1;8130;34.9;0;1;-1;0;0
8196.147;;1.318;;;;;;;;;;;;
8238.145;1677;1.318;4.91;97;1920447;0;1;8230;34.9;0;1;-1;4.91;96;1920263;0;1;8130;34.9;0;1;-1;0;0
8196.147;;1.318;;;;;;;;;;;;
8238.145;1677;1.318;4.91;97;1920447;0;1;8230;34.9;0;1;-1;0;0
8300.147;;1.334;;;;;;;;;;;;
8313.147;;1.318;;;;;;;;;;;;
8334.145;1677;1.319;4.91;98;1920620;0;1;8326;34.9;0;1;-1;0;0
839;;;;;;;;;;;;
8470.147;1677;1.324;4.93;99;1920864;0;1;8462;34.9;0;1;-1;0;0
8505.146;;1.272;;;;;;;;;;;;
8662.145;;1.241;;;;;;;;;;;;
8676.147;1677;1.235;4.94;100;1921225;0;1;8668;34.9;0;1;-1;0;0
8767.145;;1.191;;;;;;;;;;;;
8819.145;;1.238;;;;;;;;;;;;
;;;;;
8676.147;1677;1.235;4.94;100;1921225;0;1;8668;34.9;0;1;-1;0;0
8767.145;;1.191;;;;;;;;;;;;
8819.145;;1.238;;;;;;;;;;;;
;;;
9602.148;;1.171;;;;;;;;;;;;
9614.145;;1.150;;;;;;;;;;;;
9632.147;;1.135;;;;;;;;;;;;
9683.145;;1.117;;;;;;;;;;;;
9694.14;;;
9602.148;;1.171;;;;;;;;;;;;
9614.145;;1.150;;;;;;;;;;;;
9632.147;;1.135;;;;;;;;;;;;
9683.145;;1.117;;;;;;;;;;;;
9694.14;;;
9602.148;;1.171;;;;;;;;;;;;
9614.145;;1.150;;;;;;;;;;;;
9632.147;;1.135;;;;;;;;;;;;
9683.145;;1.117;;;;;;;;;;;;
9694.145;;1.012;;;;;;;;;;;;
9705.146;;1.081;;;;;;;;;;;;
9716.147;;0.980;;;;;;;;;;;;
9727.145;;0.908;;;;;;;;;;;;
9749.147;;0.932;;;;;;;;;;;;
9760.147;;0.894;;;;;;;;;;;;
9773.146;;0.873;;;;;;;;;;;;
9782.145;1677;0.869;5.01;100;1923005;0;1;9774;33.9;0;1;-1;0;0
9805.147;;0.854;;;;;;;;;;;;
9632.266;;1.134;;;;;;;;;;;;
9635.266;;1.144;;;;;;;;;;;;
9638.266;;1.136;;;;;;;;;;;;
9641.266;;1.138;;;;;;;;;;;;
9644.266;;1.139;;;;;;;;;;;;
9647.266;;1.140;;;;;;;;;;;;
9650.266;;1.141;;;;;;;;;;;;
9653.266;;1.143;;;;;;.266;;1.145;;;;;;;;;;;;
9671.266;;1.145;;;;;;;;;;;;
9674.266;;1.147;;;;;;;;;;;;
9677.266;;1.142;;;;;;;;;;;;
9680.266;;1.143;;;;;;;;;;;;
9683.266;;1.151;;;;;;;;;;;;
9686.266;;1.115;;;;;;;;;;;;
9689.266;;1.037;;;;;;;;;;;;
9692.266;;0.999;;;;;;;;;;;;;;;;;;;;;;;
9683.266;;1.151;;;;;;;;;;;;
9686.266;;1.115;;;;;;;;;;;;
9689.266;;1.037;;;;;;;;;;;;
9692.266;;0.999;;;;;;;;;;;;
9695.266;;1.026;;;;;;;;;;;;
9698.266;;0.990;;;;;;;;;;;;
9701.266;;1.001;;;;;;;;;;;;
9704.266;;1.062;;;;;;;;;;;;
9707.266;;0.963;;;;;;;;;;;;
9710.266;;0.955;;;;;;;;;;;;
9713.266;;1.017;;;;;;;;;;;;
9716.266;;0.911;;;;;;;;;;;;
9719.266;;0.911;;;;;;;;;;;;
9722.266;;0.904;;;;;;;;;;;;
9725.266;;0.906;;;;;;;;;;;;
9728.266;;0.901;;;;;;;;;;;;
9731.266;;0.900;;;;;;;;;;;;
9734.266;;0.917;;;;;;;;;;;;
9737.266;;0.896;;;;;;;;;;;;
9740.266;;0.896;;;;;;;;;;;;
9743.266;;0.898;;;;;;;;;;;;
9746.266;;0.899;;;;;;;;;;;;
9749.266;;0.896;;;;;;;;;;;;
9752.266;;0.897;;;;;;;;;;;;
9755.266;;0.893;;;;;;;;;;;;
9758.266;;0.913;;;;;;;;;;;;
9761.266;;0.902;;;;;;;;;;;;
9764.266;;0.886;;;;;;;;;;;;
9767.266;;0.884;;;;;;;;;;;;
9770.266;;0.873;;;;;;;;;;;;
9773.266;;0.873;;;;;;;;;;;;
9776.266;;0.875;;;;;;;;;;;;
9779.266;;0.870;;;;;;;;;;;;
9782.266;;0.872;;;;;;;;;;;;
9785.266;;0.868;;;;;;;;;;;;0.859;;;;;;;;;;;;
9803.266;;0.858;;;;;;;;;;;;
9806.266;;0.854;;;;;;;;;;;;
9809.266;;0.851;;;;;;;;;;;;
9842.222;1677;0.000;5.02;100;1923077;0;2;9805;35.9;0;1;-1;0;0
9842.651;1677;0.849;5.02;100;1923077;0;2;9805;35.9;0;1;-1;0;0
9843.188;1677;0.018;5.5.02;100;1923077;0;2;9805;35.9;0;1;-1;0;0
9842.651;1677;0.849;5.02;100;1923077;0;2;9805;35.9;0;1;-1;0;0
9843.188;1677;0.018;5.16;100;1923077;0;2;9806;35.9;0;1;-1;0;0
9868.147;1677;0.017;5.16;100;1923077;0;2;9860;34.9;0;1;-1;0;0
10460.146;1677;0.016;5.16;100;1923077;0;2;10452;32.9;0;1;-1;0;0
25209.145;1677;0.878;4.98;100;1923077;0;3;25201;30.9;0;1;-1;0;0
25210.145;1677;1.401;4.89;100;1923079;0;3;25202;30.9;0;1;-1;0;0
25221.147;;1.233;;;;;;;;;;;;
25239.145;;1.176;;;;;;;;;;;;
25250.148;;1.235;;;;;;;;;;;;
25261.148;;1.145;;;;;;;;;;;;
25299.147;;1.209;;;;;;;;;;;;
25310.147;;1.189;;;;;;;;;;;;
25329.146;;1.148;;;;;;;;;;;;
2531.118;;;;;;;;;;;;
25457.145;;1.099;;;;;;;;;;;;
25467.145;1677;1.091;4.96;100;1923490;0;3;25459;31.9;0;1;-1;0;0
25478.147;;1.01.118;;;;;;;;;;;;
25457.145;;1.099;;;;;;;;;;;;
