timestamp;session;current;volt;soc;mwh;mode;charge phase;charge time;temperature;fault flags;flags;charge limit;startup count;harge profile
152.187;722;-0.463;5.21;-1;530832;0;1;138;36.9;0;7;-1;0;0
154.187;722;-0.462;5.21;62;530833;0;1;140;36.9;0;7;90
187.189;722;-0.459;5.20;62;530855;0;1;173;38.9;0;7;90
233.189;;-0.448;;;;;;;;;;;;
244.189;;-0.431;;;;;;;;;;;;
258.187;;-0.446;;;;;;;;;;;;
272.189;;-0.424;;;;;;;;;;;;
273.187;722;-0.428;5.20;62;530910;0;1;259;40.9;0;7;90
285.189;;-0.439;;;;;;;;;;;;
296.189;;-0.425;;;;;;;;;;;;
307.187;;-0.456;;;;;;;;;;;;
318.187;;-0.431;;;;;;;;;;;;
326.187;722;-0.432;5.20;63;530944;0;1;312;40.9;0;7;90
361.189;;-0.454;;;;;;;;;;;;
372.189;;-0.438;;;;;;;;;;;;
383.187;;-0.427;;;;;;;;;;;;
408.187;;-0.455;;;;;;;;;;;;
419.188;;-0.427;;;;;;;;;;;;
430.189;;-0.438;;;;;;;;;;;;
448.189;;-0.427;;;;;;;;;;;;
488.189;;-0.455;;;;;;;;;;;;
499.189;;-0.439;;;;;;;;;;;;
517.187;;-0.457;;;;;;;;;;;;
528.194;;-0.433;;;;;;;;;;;;
558.189;;-0.459;;;;;;;;;;;;
569.189;;-0.434;;;;;;;;;;;;
610.187;;-0.457;;;;;;;;;;;;
621.187;;-0.434;;;;;;;;;;;;
634.189;;-0.452;;;;;;;;;;;;
645.187;;-0.436;;;;;;;;;;;;
660.189;;-0.448;;;;;;;;;;;;
671.189;;-0.432;;;;;;;;;;;;
694.187;;-0.444;;;;;;;;;;;;
700.187;722;-0.434;5.20;63;531178;0;1;686;42.9;0;7;90
707.187;722;-0.452;5.19;64;531183;0;1;693;41.9;0;7;90
718.189;;-0.430;;;;;;;;;;;;
738.189;;-0.453;;;;;;;;;;;;
749.189;;-0.430;;;;;;;;;;;;
760.187;;-0.458;;;;;;;;;;;;
771.187;;-0.442;;;;;;;;;;;;
780.190;722;0.008;5.25;64;531228;0;1;766;41.9;0;7;90
