timestamp;session;current;volt;soc;mwh;mode;charge phase;charge time;temperature;fault flags;flags;charge limit
27.395;16;0.42;4.90;41;37099;0;1;4;44.0;0;2;90
85.395;16;0.463;4.89;41;37134;0;1;62;44.0;0;2;90
217.399;16;0.821;4.74;41;37218;0;1;194;43.0;0;2;90
518.397;16;0.813;4.74;44;37539;0;1;496;42.0;0;2;90
819.395;16;0.813;4.74;46;37860;0;1;796;42.0;0;2;90
1120.399;16;0.812;4.74;49;38181;0;1;1098;41.0;0;2;90
1421.399;16;0.812;4.74;51;38502;0;1;1398;41.0;0;2;90
1722.395;16;0.812;4.74;54;38823;0;1;1700;42.0;0;2;90
2023.399;16;0.813;4.75;57;39144;0;1;2000;41.0;0;2;90
2324.399;16;0.812;4.74;59;39465;0;1;2302;41.0;0;2;90
2625.395;16;0.815;4.75;62;39787;0;1;2602;42.0;0;2;90
2926.395;16;0.813;4.74;63;40109;0;1;2904;42.0;0;2;90
3227.397;16;0.814;4.739.0;0;2;90
4007.397;16;0.812;4.73;70;41170;0;1;3984;39.0;0;2;90
