timestamp;session;current;volt;soc;mwh;mode;charge phase;charge time;temperature;fault flags;flags;charge limit;startup count;harge profile
13.817;128;-0.280;5.03;-1;191519;1;0;0;31.0;0;2;-1;0;0
18.815;128;-0.277;5.03;-1;191521;1;1;0;31.0;0;2;-1;0;0
22.817;128;-0.276;5.03;20;191522;1;1;4;31.0;0;2;-1;0;0
33.819;;-0.253;;;;;;;;;;;;
44.817;;-0.279;;;;;;;;;;;;
56.817;128;-0.272;5.03;19;191535;1;1;38;31.0;0;2;-1;0;0
67.817;;-0.260;;;;;;;;;;;;
81.819;128;-0.259;5.04;18;191544;1;1;63;31.0;0;2;-1;0;0
121.819;128;-0.256;5.03;17;191558;1;1;103;31.0;0;2;-1;0;0
161.819;128;-0.251;5.04;16;191573;1;1;143;31.0;0;2;-1;0;0
201.817;128;-0.247;5.04;15;191586;1;1;183;31.0;0;2;-1;0;0
241.815;128;-0.240;5.04;14;191600;1;1;223;31.0;0;2;-1;0;0
281.819;128;-0.240;5.04.0;0;2;-1;0;0
467.817;128;-0.009;5.04;9;191674;1;1;449;31.0;0;2;-1;0;0
481.819;128;0.009;5.04;8;191674;1;1;463;31.0;0;2;-1;0;0.0;0;2;-1;0;0
467.817;128;-0.009;5.04;9;191674;1;1;449;31.0;0;2;-1;0;0
481.819;128;0.009;5.04;8;191674;1;1;463;31.0;0;2;-1;0;0.0;0;2;-1;0;0
467.817;128;-0.009;5.04;9;191674;1;1;449;31.0;0;2;-1;0;0
481.819;128;0.009;5.04;8;191674;1;1;463;31.0;0;2;-1;0;0
486.817;128;0.008;5.04;8;191674;1;0;468;31.0;0;2;-1;0;0
562.815;128;0.008;5.04;1;191674;1;0;0;31.0;0;2;-1;0;0
